"","tSI.BW.CP","tSI.QC.CP","tSI.VA.CP","tSI.VG.CP","tSI.VK.CP","tSI.VL.CP","tSI.VP.CP","tSI.VSk.CP","tSI.VR.CP","tSI.VFil.CP","tSI.QA.CP","tSI.QG.CP","tSI.QK.CP","tSI.QL.CP","tSI.QSk.CP","tSI.QR.CP","tSI.QUr.CP","tSI.GFR.CP","tSI.PA.CP","tSI.PG.CP","tSI.PK.CP","tSI.PL.CP","tSI.PSk.CP","tSI.PR.CP","tSI.CL_FiltPT.CP","tSI.CLbiliary.CP","tSI.CLfecal.CP","tSI.fup.CP","Times","Year"
"27.01",0.00186112991603915,0.000646899344118212,0.315403865365643,0.000557401150181103,0.000857482582032332,0.00507520163522013,0.186116026501903,0.0168821094941576,0.0647519337324154,0.000896231794794589,0.000810311902017968,0.00107255969658049,0.000656035585723247,0.00169532956698204,0.00388060940747315,0.005605576111819,0.00113978033814444,0.000740989428126726,0.275570834425083,0.00235225164410247,0.000841513636915203,0.00457005008217581,0.00937647319275792,0.0512081518082482,0.00153580977648171,0.00170749268876669,0.00124978205450388,0.00101826111495817,27.01,0.00308333333333333
"28.01",0.00186106771952566,0.000646948306937012,0.315403814429146,0.000557404660861849,0.000857483738755604,0.00507518914885374,0.186116056756112,0.0168832689758196,0.0647483672437519,0.000896234272097396,0.000810292510783683,0.00107249183227076,0.000656050447734424,0.00169531430662007,0.00388058573876282,0.00560588112292015,0.0011397986320405,0.00074100191743609,0.275576257371685,0.00235303070829507,0.000841518926141704,0.00457014902996156,0.00937645119843045,0.0512091318962691,0.00153582510724237,0.00170750296014943,0.00124983846267834,0.00101829276894227,28.01,0.00319748858447489
"29.01",0.00186100553435298,0.000646997301038676,0.31540376284617,0.000557408179481245,0.000857484905056327,0.0050751766684668,0.186116086712319,0.0168844286115503,0.0647448007931615,0.00089623677218198,0.000810273132083816,0.00107242403680397,0.000656065323744626,0.00169529906483035,0.00388056208530996,0.0056061861880411,0.0011398169474971,0.000741014421671404,0.275581680253396,0.00235381309641913,0.000841524240808633,0.00457024801825079,0.00937642921297832,0.0512101117460257,0.00153584046271049,0.00170751327807883,0.00124989580805279,0.00101832444258154,29.01,0.00331164383561644
"30.01",0.00186094336052478,0.000647046326427092,0.315403710616579,0.00055741170604251,0.00085748608093128,0.00507516419405318,0.186116116370476,0.0168855884013526,0.0647412343805989,0.000896239295042567,0.000810253765919144,0.00107235631019942,0.000656080213375043,0.00169528384161943,0.00388053844711778,0.00560649130721258,0.00113983528449935,0.000741026940836109,0.275587103070224,0.00235459880886502,0.000841529580912215,0.00457034704705628,0.00937640723640898,0.0512110913573995,0.00153585584289384,0.00170752364256166,0.00124995409072093,0.00101835613588885,30.01,0.00342579908675799
"31.01",0.00186088119803796,0.000647095383112473,0.315403657740448,0.000557415240545867,0.000857487266379686,0.00507515172562534,0.186116145730639,0.016886748345274,0.0647376680061015,0.000896241840682266,0.000810234412288002,0.00107228865244069,0.000656095117124278,0.00169526863698444,0.00388051482417029,0.00560679648040441,0.00113985364305436,0.000741039474937422,0.27559252582204,0.00235538784600109,0.000841534946460887,0.00457044611634738,0.00937638526871365,0.0512120707303663,0.00153587124779653,0.00170753405361468,0.00125001331079033,0.00101838784886188,31.01,0.00353995433789954
"32.01",0.00186081904688884,0.000647144471083827,0.315403604217595,0.000557418782996422,0.000857488461405986,0.00507513926320602,0.186116174792768,0.0168879084432541,0.0647341016698029,0.000896244409098634,0.000810215071196385,0.0010722210635149,0.000656110034353063,0.00169525345092703,0.00388049121646761,0.00560710170765188,0.00113987202315902,0.000741052023977562,0.275597948508737,0.00235618020826178,0.000841540337466973,0.00457054522618561,0.00937636330991432,0.0512130498649382,0.00153588667739979,0.001707544511245,0.00125007346835504,0.00101841958149618,32.01,0.0036541095890411
"33.01",0.00186075690708631,0.00064719359033949,0.315403550047952,0.000557422333393176,0.000857489666006628,0.00507512680677169,0.186116203556769,0.0168890686953389,0.0647305353717204,0.000896247000294004,0.000810195742637076,0.00107215354343737,0.00065612496588896,0.00169523828345219,0.00388046762400929,0.00560740698894036,0.00113989042480755,0.000741064587954976,0.275603371130409,0.002356975896039,0.000841545753928585,0.00457064437656562,0.00937634136002397,0.0512140287610473,0.00153590213172028,0.00170755501544195,0.00125013456350931,0.00101845133380152,33.01,0.00376826484018265
"34.01",0.00186069477862827,0.000647242740887899,0.315403495231481,0.000557425891732799,0.000857490880187939,0.0050751143563188,0.186116232022612,0.0168902291015859,0.0647269691118698,0.000896249614269706,0.000810176426614184,0.00107208609220244,0.000656139910661935,0.00169522313455894,0.00388044404678844,0.00560771232433477,0.00113990884800985,0.000741077166861004,0.275608793686937,0.00235777490973832,0.000841551195840951,0.00457074356745724,0.00937631941900996,0.0512150074184814,0.00153591761076033,0.00170756556621354,0.00125019659633663,0.00101848310578145,34.01,0.0038824200913242
"35.01",0.00186063266151304,0.00064729192272972,0.315403439768081,0.000557429458019398,0.000857492103949919,0.00507510191184934,0.186116260190324,0.016891389662013,0.0647234028902061,0.000896252251032292,0.000810157123127486,0.00107201870979223,0.000656154869832726,0.00169520800425604,0.00388042048483161,0.00560801771383268,0.00113992729278056,0.000741089760706637,0.275614216178105,0.00235857724976285,0.000841556663213616,0.00457084279888098,0.00937629748687163,0.0512159858372441,0.00153593311453371,0.00170757616356743,0.00125025956694558,0.00101851489743987,35.01,0.00399657534246575
"36.01",0.00186057055573896,0.000647341135874058,0.315403383657661,0.000557433032254084,0.000857493337288573,0.00507508947337298,0.186116288059841,0.0168925503766609,0.064719836706785,0.000896254910589311,0.000810137832180091,0.00107195139623362,0.000656169842645049,0.00169519289254305,0.00388039693813347,0.00560832315743887,0.00113994575911347,0.000741102369494429,0.275619638603888,0.00235938291650761,0.000841562156050468,0.00457094207083553,0.00937627556362297,0.0512169640172299,0.00153594864303952,0.00170758680752203,0.00125032347542564,0.0010185467087781,36.01,0.00411073059360731
"37.01",0.00186050846131269,0.000647390380313473,0.315403326900187,0.000557436614434415,0.000857494580208007,0.00507507704087762,0.186116315631105,0.0168937112455202,0.0647162705616131,0.000896257592927996,0.000810118553770112,0.00107188415151205,0.000656184829312956,0.0016951777994203,0.003880373406695,0.00560862865515133,0.00113996424700935,0.000741114993225489,0.27562506096426,0.00236019191036851,0.000841567674339405,0.00457104138335318,0.00937625364926908,0.0512179419585097,0.00153596419627622,0.00170759749808991,0.00125038832186775,0.00101857853979737,37.01,0.00422488584474886
"38.01",0.00186044637824379,0.000647439656049853,0.315403269495578,0.000557440204565718,0.000857495832709332,0.00507506461436069,0.186116342904126,0.0168948722685909,0.0647127044547258,0.000896260298054563,0.000810099287898436,0.00107181697562497,0.000656199829839554,0.00169516272487324,0.00388034989049624,0.00560893420696973,0.00113998275647142,0.00074112763190437,0.275630483259124,0.00236100423176755,0.000841573218095193,0.00457114073644449,0.00937623174379487,0.0512189196609775,0.00153597977425257,0.0017076082352645,0.00125045410637326,0.00101861039050533,38.01,0.00433904109589041
"39.01",0.0018603843065228,0.000647488963089526,0.315403211443777,0.000557443802645774,0.000857497094794324,0.00507505219386273,0.186116369878835,0.016896033445896,0.0647091383860804,0.000896263025974009,0.00081008003457006,0.00107174986858838,0.000656214844224512,0.00169514766890921,0.00388032638956459,0.00560923981289752,0.00114000128751512,0.00074114028553629,0.275635905488445,0.0023618198810923,0.000841578787330932,0.00457124013006927,0.00937620984719434,0.0512198971244819,0.00153599537695848,0.00170761901903538,0.00125052082903898,0.0010186422609052,39.01,0.00445319634703196
"40.01",0.00186032224614552,0.00064753830144415,0.315403152744685,0.000557447408674472,0.000857498366461096,0.00507503977936052,0.186116396555167,0.0168971947774206,0.0647055723558634,0.000896265776678562,0.000810060793779765,0.0010716828303784,0.00065622987246805,0.00169513263153753,0.00388030290389663,0.00560954547298065,0.00114001984012224,0.000741152954112256,0.27564132765224,0.00236263885875632,0.000841584382038407,0.00457133956425659,0.00937618795948902,0.0512208743489933,0.00153601100440803,0.00170762984941786,0.0012505884899523,0.00101867415100265,40.01,0.00456735159817352
