"","tSI.BW.CP","tSI.QC.CP","tSI.VA.CP","tSI.VG.CP","tSI.VK.CP","tSI.VL.CP","tSI.VP.CP","tSI.VSk.CP","tSI.VR.CP","tSI.VFil.CP","tSI.QA.CP","tSI.QG.CP","tSI.QK.CP","tSI.QL.CP","tSI.QSk.CP","tSI.QR.CP","tSI.QUr.CP","tSI.GFR.CP","tSI.PA.CP","tSI.PG.CP","tSI.PK.CP","tSI.PL.CP","tSI.PSk.CP","tSI.PR.CP","tSI.CL_FiltPT.CP","tSI.CLbiliary.CP","tSI.CLfecal.CP","tSI.fup.CP","Times","Year"
"10.01",0.00186218899133628,0.000646071760061373,0.315404632433279,0.000557342682715012,0.000857464381607609,0.00507541481818718,0.186115466617265,0.0168624218570612,0.0648125698377725,0.000896193164499071,0.000810643469441596,0.00107372392550387,0.000655785045091672,0.0016955918337086,0.0038810141066361,0.00560039918350663,0.00113947263498781,0.000740779392193192,0.275478634470285,0.0023395157212267,0.000841427609757694,0.00456837416354605,0.00937684845408593,0.0511914539111602,0.00153555293051166,0.00170732519356454,0.00124896641562278,0.00101772600235972,10.01,0.00114269406392694
"11.01",0.00186212660209439,0.00064612019152166,0.315404592480263,0.000557346058494779,0.000857465375752486,0.00507540223073488,0.186115501932827,0.0168635787207284,0.0648090027073547,0.000896195254694976,0.000810623865268312,0.00107365489125666,0.000655799671550716,0.00169557625783945,0.00388099017869881,0.0056007032750317,0.00113949056319518,0.000740791628006332,0.275484058505928,0.00234023834075969,0.00084143246690771,0.00456847242328839,0.009376826308925,0.0511924380408617,0.00153556784174158,0.0017073346719475,0.00124900690586904,0.00101775732263598,11.01,0.00125684931506849
"12.01",0.0018620642242746,0.000646168654017565,0.31540455187432,0.000557349442316113,0.000857466379355132,0.00507538964789866,0.186115536950486,0.0168647357429539,0.0648054356115806,0.000896197367819207,0.000810604273695059,0.00107358592498863,0.000655814313758718,0.00169556070038124,0.00388096626668732,0.00560100742569869,0.00113950851263056,0.000740803878721885,0.275489482486874,0.00234096427670627,0.000841437349510699,0.0045685707236407,0.00937680417261533,0.0511934219336222,0.00153558277764898,0.00170734420257368,0.00124904833172645,0.00101778866238045,12.01,0.00137100456621005
"13.01",0.00186200185764618,0.00064621714805857,0.31540451063315,0.000557352833888469,0.000857467392660571,0.00507537707304961,0.186115571671046,0.0168658929131056,0.0648018685576861,0.000896199503461648,0.000810584694529659,0.0010735170275552,0.000655828966675931,0.001695545161713,0.00388094236884262,0.0056013116233633,0.00113952648399296,0.000740816144315093,0.275494906392465,0.00234169353112779,0.000841442257404901,0.00456866906411579,0.00937678204521042,0.0511944055885938,0.00153559773816925,0.00170735377180498,0.00124909069324042,0.0010178200219515,13.01,0.0014851598173516
"14.01",0.00186193950254643,0.000646265672921142,0.315404468732909,0.000557356233651718,0.000857468415314644,0.00507536450106338,0.186115606093504,0.0168670502440236,0.0647983015352107,0.000896201662194063,0.000810565128037122,0.00107344819924826,0.000655843638329712,0.00169552964120467,0.00388091848780425,0.00560161588405517,0.00113954447619191,0.00074082842482659,0.275500330248815,0.00234242610188018,0.000841447190855771,0.00456876744549806,0.00937675992663267,0.051195389006745,0.00153561272341607,0.001707363398183,0.00124913399056559,0.00101785140079391,14.01,0.00159931506849315
"15.01",0.0018618771584954,0.000646314229639566,0.315404426205093,0.000557359640939614,0.00085746944784626,0.00507535193980269,0.186115640219157,0.0168682077202563,0.0647947345593264,0.000896203843215315,0.000810545573854071,0.00107337943946073,0.000655858317355595,0.0016955141399011,0.00388089461959895,0.00560192018662731,0.00113956249093616,0.000740840720209968,0.275505754022563,0.00234316199323759,0.000841452149464073,0.00456886586667415,0.00937673781701676,0.0511963721866244,0.00153562773322746,0.00170737305648749,0.00124917822372839,0.00101788279978754,15.01,0.0017134703196347
"16.01",0.00186181482618031,0.00064636281671604,0.315404383007974,0.0005573630567699,0.000857470489480594,0.00507533937706139,0.186115674046402,0.0168693653604448,0.0647911676083116,0.000896206047681702,0.000810526032469894,0.00107331074908157,0.000655873017377018,0.00169549865609375,0.00388087077020094,0.00560222455897963,0.00113958052555119,0.000740853030538169,0.275511177755761,0.002343901199787,0.000841457133854862,0.00456896432927123,0.00937671571608412,0.0511973551300791,0.00153564276786,0.00170738278105942,0.00124922339288791,0.00101791421757602,16.01,0.00182762557077626
"17.01",0.00186175250462506,0.000646411436362793,0.315404339196477,0.000557366479597921,0.000857471541361177,0.00507532683223066,0.186115707577241,0.0168705231420774,0.0647876007137119,0.000896208273939991,0.00081050650323522,0.00107324212675763,0.000655887722268211,0.00169548319254786,0.00388084693076196,0.00560252896431257,0.00113959858423229,0.000740865355722042,0.275516601395094,0.00234464373075061,0.000841462143061023,0.00456906283098946,0.00937669362431715,0.0511983378344566,0.00153565782690168,0.00170739252524343,0.00124926949808901,0.00101794565626123,17.01,0.00194178082191781
"18.01",0.00186169019521987,0.000646460085321321,0.315404294698175,0.000557369911772243,0.00085747260179625,0.00507531427511976,0.186115740808926,0.0168716810926596,0.0647840338300566,0.000896210524358287,0.000810486987029124,0.00107317357455239,0.000655902453305823,0.00169546774484641,0.00388082311433158,0.00560283345128565,0.00113961666043672,0.000740877695888598,0.275522025007741,0.00234538957293129,0.00084146717858502,0.00456916137503338,0.00937667154093613,0.0511993203032374,0.00153567291100176,0.0017074023524617,0.00124931653943394,0.00101797711262797,18.01,0.00205593607305936
"19.01",0.00186162789596223,0.000646508768465281,0.315404249607595,0.000557373349724943,0.000857473673287479,0.00507530175310755,0.186115773744847,0.0168728391784236,0.0647804670228985,0.000896212795537088,0.000810467482660227,0.00107310508932101,0.000655917181035082,0.00169545232004409,0.00388079930162899,0.00560313795550271,0.00113963476439483,0.000740890050863863,0.275527448508566,0.00234613874781242,0.00084147223812725,0.00456925995685242,0.00937664946721661,0.0512003025317017,0.00153568801919812,0.00170741217650128,0.00124936451709357,0.00101800859160783,19.01,0.00217009132420091
"20.01",0.00186156560977635,0.000646557478479082,0.315404203804932,0.000557376799067866,0.000857474752134602,0.00507528919338174,0.186115806380424,0.0168739974412208,0.0647769001968554,0.000896215092401009,0.000810447991724472,0.00107303667587633,0.000655931946849431,0.0016954369069655,0.00388077552049326,0.00560344256276857,0.00113965287917162,0.00074090242087832,0.275532872007163,0.00234689122190335,0.000841477325225548,0.00456935858295426,0.00937662740107548,0.0512012845258605,0.00153570315296114,0.00170742211606301,0.00124941343094143,0.00101804008531037,20.01,0.00228424657534247
"21.01",0.00186150333347135,0.00064660622738244,0.315404157460652,0.000557380252405815,0.000857475841564481,0.0050752766758827,0.186115838721191,0.0168751558415857,0.0647733334641668,0.000896217409033229,0.000810428512572847,0.00107296832634984,0.00065594670344693,0.00169542151646296,0.00388075174119817,0.00560374717842094,0.00113967102735402,0.000740914805816839,0.275538295386186,0.00234764703958878,0.000841482436496399,0.00456945724598723,0.0093766053462585,0.0512022662808413,0.00153571831099186,0.00170743203621859,0.00124946327984665,0.00101807160433376,21.01,0.00239840182648402
"22.01",0.00186144106898312,0.000646654998623486,0.315404110273963,0.000557383716361048,0.000857476942070168,0.00507526415744575,0.18611587076227,0.0168763143955039,0.0647697667407801,0.000896219750362692,0.000810409046091087,0.00107290005379945,0.000655961482664336,0.00169540614787,0.00388072797935479,0.00560405186994228,0.00113968919182372,0.000740927205456043,0.27554371872104,0.0023484061674296,0.000841487572031174,0.00456955595085939,0.00937658329753288,0.0512032477950963,0.00153573349305813,0.001707442030079,0.00124951406862428,0.00101810313923645,22.01,0.00251255707762557
"23.01",0.00186137881555304,0.000646703805648907,0.315404062646561,0.000557387187109515,0.00085747805102443,0.00507525164028322,0.186115902505806,0.0168774731063916,0.0647662000646617,0.000896222113321854,0.000810389592224459,0.00107283184248497,0.000655976275707015,0.00169539079419134,0.00388070423476128,0.00560435661146641,0.00113970737806746,0.000740939620149539,0.27554914199161,0.0023491686177628,0.000841492734394267,0.00456965469608284,0.00937656125892572,0.0512042290740572,0.00153574870049189,0.00170745206866707,0.00124956579181756,0.00101813469528311,23.01,0.00262671232876712
"24.01",0.00186131657360411,0.000646752643329807,0.315404014296733,0.000557390665725577,0.000857479169279474,0.00507523913042962,0.186115933951592,0.0168786319732859,0.0647626334270586,0.000896224499542297,0.000810370150876261,0.00107276370270104,0.000655991082417207,0.00169537545949905,0.00388068050484347,0.00560466140202243,0.00113972558564179,0.000740952049769206,0.27555456519362,0.00234993439106157,0.000841497921858947,0.00456975348187727,0.00937653922899806,0.0512052101150149,0.0015357639324004,0.00170746215388751,0.00124961845227534,0.00101816627099371,24.01,0.00274086757990868
"25.01",0.00186125434308604,0.000646801512310446,0.31540396529918,0.000557394152634005,0.000857480297293045,0.00507522662583682,0.186115965099608,0.016879790992847,0.0647590668239622,0.00089622690852198,0.00081035072206026,0.00107269563174561,0.000656005903043932,0.00169536014342053,0.00388065679062044,0.00560496625171769,0.00113974381496007,0.000740964494295837,0.275559988337823,0.00235070348584121,0.000841503134781485,0.00456985230813112,0.00937651720804811,0.0512061909174908,0.00153577918907444,0.00170747228565238,0.00124967204939253,0.00101819786596191,25.01,0.00285502283105023
"26.01",0.00186119212389291,0.000646850412580724,0.315403915655671,0.000557397647438451,0.000857481434878848,0.0050752141275433,0.186115995949729,0.01688095016652,0.0647555002591729,0.000896229340266896,0.000810331305775458,0.00107262762974114,0.000656020737416552,0.00169534484591227,0.00388063309141673,0.0056052711547645,0.00113976206578315,0.000740976953745642,0.275565411413656,0.00235147590342022,0.000841508373130795,0.00456995117488312,0.00937649519596773,0.0512071714819792,0.00153579447042806,0.00170748246394137,0.00124972658344191,0.00101822948063013,26.01,0.00296917808219178
