"","tSI.BW.CP","tSI.VK.CP","tSI.VFil.CP","tSI.QK.CP","tSI.QUr.CP","tSI.GFR.CP","tSI.PA.CP","tSI.PG.CP","tSI.PK.CP","tSI.PL.CP","tSI.PSk.CP","tSI.PR.CP","tSI.CL_FiltPT.CP","tSI.CLbiliary.CP","tSI.CLfecal.CP","tSI.fup.CP","Times","Year"
"9590.01",0.00963159192898064,0.0112896985405927,0.0137597862688074,0.0117267747511053,0.312791418096299,0.397834867477255,0.0703635971249507,0.0126936992200354,0.319705517144555,0.0244356064231028,0.0222643509266011,0.0182762063350231,0.265910824610023,0.0185854231660555,0.0160295674106879,0.0495589159114567,9590.01,1.09475
"9591.01",0.00963194600174959,0.0112900807025657,0.013760070953681,0.0117270241320709,0.312794620027183,0.3978378506958,0.0703678766018081,0.0126940207054183,0.319709473502767,0.0244358098297888,0.0222645997028453,0.018276726435094,0.265913152561291,0.0185859336413006,0.016029618570054,0.0495591525912678,9591.01,1.09486415525114
"9592.01",0.00963230011314322,0.0112904629031749,0.0137603556806644,0.0117272735597812,0.312797822102959,0.397840834402991,0.0703721557370978,0.0126943422313997,0.319713430384429,0.0244360133318528,0.0222648485396981,0.0182772465797786,0.265915480922517,0.0185864441387048,0.0160296698024896,0.0495593893236512,9592.01,1.09497831050228
"9593.01",0.00963265426316291,0.0112908451424232,0.0137606404497531,0.0117275230342382,0.312801024323671,0.397843818598773,0.0703764345309702,0.0126946637979782,0.319717387789477,0.0244362169292893,0.0222650974371582,0.0182777667690881,0.265917809693641,0.0185869546582705,0.0160297211079859,0.0495596261086172,9593.01,1.09509246575342
"9594.01",0.00963300845181083,0.0112912274203077,0.0137609252609442,0.0117277725554447,0.312804226689357,0.397846803283092,0.0703807129835813,0.0126949854051511,0.319721345717852,0.0244364206220912,0.0222653463952205,0.0182782870030314,0.26592013887461,0.0185874652000009,0.016029772486535,0.0495598629461779,9594.01,1.09520662100457
"9595.01",0.00963336267908799,0.0112916097368307,0.0137612101142335,0.0117280221234016,0.312807429200065,0.397849788455899,0.070384991095085,0.0126953070529182,0.31972530416949,0.0244366244102488,0.0222655954138806,0.0182788072816194,0.265922468465373,0.0185879757638985,0.0160298239381302,0.0495600998363448,9595.01,1.09532077625571
"9596.01",0.00963371694499986,0.0112919920919905,0.0137614950096199,0.0117282717381115,0.312810631855839,0.397852774117144,0.0703892688656348,0.0126956287412776,0.319729263144326,0.0244368282937528,0.0222658444931354,0.0182793276048645,0.265924798465872,0.0185884863499685,0.0160298754627613,0.0495603367791325,9596.01,1.09543493150685
"9597.01",0.0096340712495484,0.0112923744857893,0.0137617799471013,0.0117285213995723,0.312813834656722,0.397855760266781,0.0703935462953866,0.0126959504702302,0.319733222642298,0.0244370322725998,0.022266093632986,0.0182798479727724,0.265927128876051,0.0185889969582134,0.0160299270604193,0.0495605737745546,9597.01,1.09554908675799
"9598.01",0.00963442559273717,0.0112927569182273,0.0137620649266759,0.0117287711077858,0.312817037602762,0.397858746904759,0.0703978233845003,0.0126962722397736,0.319737182663347,0.0244372363467835,0.0222663428334283,0.0182803683853534,0.265929459695845,0.0185895075886364,0.0160299787310964,0.0495608108226252,9598.01,1.09566324200913
"9599.01",0.00963477997456854,0.0112931393893057,0.0137623499483404,0.011729020862755,0.312820240693998,0.397861734031022,0.0704021001331306,0.0126965940499066,0.31974114320741,0.0244374405162967,0.0222665920944609,0.0182808888426163,0.265931790925204,0.0185900182412391,0.0160300304747846,0.0495610479233567,9599.01,1.09577739726027
"9600.01",0.00963513439504413,0.0112935218990246,0.0137626350120913,0.0117292706644809,0.312823443930479,0.397864721645528,0.0704063765414309,0.0126969159006293,0.31974510427443,0.02443764478113,0.0222668414160793,0.0182814093445741,0.265934122564079,0.0185905289160247,0.0160300822914767,0.0495612850767615,9600.01,1.09589155251142
"9601.01",0.00963548885416756,0.0112939044473836,0.0137629201179251,0.0117295205129654,0.312826647312241,0.397867709748224,0.0704106526095545,0.0126972377919401,0.31974906586434,0.0244378491412764,0.0222670907982831,0.0182819298912368,0.265936454612411,0.0185910396129941,0.0160301341811631,0.0495615222828527,9601.01,1.09600570776256
"9602.01",0.00963584335194023,0.0112942870343834,0.0137632052658391,0.0117297704082088,0.312829850839327,0.397870698339055,0.0704149283376543,0.012697559723839,0.319753027977079,0.0244380535967303,0.0222673402410676,0.0182824504826129,0.265938787070141,0.0185915503321552,0.0160301861438388,0.0495617595416395,9602.01,1.0961198630137
"9603.01",0.00963619788836561,0.0112946696600256,0.013763490455829,0.0117300203502122,0.312833054511784,0.397873687417975,0.0704192037258912,0.0126978816963223,0.319756990612583,0.024438258147483,0.0222675897444318,0.0182829711187116,0.265941119937218,0.0185920610735085,0.0160302381794932,0.0495619968531367,9603.01,1.09623401826484
"9604.01",0.00963655246344686,0.0112950523243099,0.0137637756878954,0.0117302703389774,0.312836258329661,0.397876676984935,0.0704234787744155,0.0126982037093901,0.319760953770793,0.0244384627935313,0.0222678393083745,0.0182834917995448,0.265943453213585,0.0185925718370617,0.0160302902881176,0.0495622342173601,9604.01,1.09634817351598
"9605.01",0.00963690707718545,0.0112954350272378,0.0137640609620345,0.011730520374508,0.312839462292998,0.397879667039888,0.0704277534833869,0.0126985257630423,0.319764917451643,0.024438667534867,0.0222680889328916,0.0182840125251196,0.265945786899184,0.018593082622815,0.0160303424697055,0.0495624716343202,9605.01,1.09646232876712
"9606.01",0.00963726172958679,0.0112958177688079,0.0137643462782416,0.0117307704568024,0.312842666401832,0.397882657582778,0.070432027852965,0.0126988478572758,0.319768881655076,0.0244388723714801,0.0222683386179834,0.0182845332954447,0.265948120993958,0.0185935934307698,0.0160303947242482,0.049562709104027,9606.01,1.09657648401826
"9607.01",0.00963761642065266,0.0112962005490222,0.0137646316365166,0.0117310205858618,0.312845870656214,0.397885648613561,0.070436301883299,0.0126991699920902,0.319772846381026,0.0244390773033662,0.022268588363645,0.0182850541105324,0.265950455497848,0.0185941042609296,0.0160304470517377,0.0495629466264915,9607.01,1.09669063926941
"9608.01",0.00963797115038627,0.0112965833678814,0.0137649170368572,0.0117312707616875,0.312849075056184,0.397888640132186,0.0704405755745431,0.0126994921674855,0.319776811629437,0.0244392823305186,0.0222688381698698,0.0182855749703927,0.265952790410806,0.0185946151132974,0.0160304994521656,0.0495631842017281,9608.01,1.09680479452055
"9609.01",0.0096383259187887,0.0112969662253861,0.0137652024792594,0.0117315209842811,0.312852279601786,0.3978916321386,0.0704448489268504,0.0126998143834596,0.319780777400243,0.0244394874529285,0.0222690880366558,0.0182860958750325,0.265955125732782,0.0185951259878808,0.0160305519255248,0.0495634218297531,9609.01,1.09691894977169
"9610.01",0.00963868072586382,0.0112973491215348,0.0137654879637211,0.0117317712536457,0.312855484293065,0.397894624632754,0.0704491219403769,0.0127001366400114,0.319784743693386,0.0244396926705911,0.0222693379640045,0.0182866168244646,0.265957461463716,0.01859563688468,0.0160306044718067,0.0495636595105776,9610.01,1.09703310502283
"9611.01",0.00963903557161179,0.011297732056329,0.0137657734902391,0.0117320215697808,0.312858689130057,0.397897617614601,0.0704533946152768,0.0127004589371402,0.319788710508798,0.0244398979834981,0.0222695879519133,0.0182871378186987,0.265959797603553,0.0185961478036973,0.0160306570910042,0.0495638972442151,9611.01,1.09714726027397
"9612.01",0.00963939045603628,0.0112981150297697,0.0137660590588107,0.0117322719326893,0.312861894112814,0.397900611084083,0.0704576669517095,0.0127007812748446,0.319792677846422,0.024440103391641,0.0222698380003808,0.0182876588577439,0.265962134152234,0.0185966587449398,0.0160307097831087,0.0495641350306731,9612.01,1.09726141552511
"9613.01",0.00963974537914323,0.0112984980418567,0.0137663446694321,0.0117325223423713,0.312865099241378,0.397903605041153,0.0704619389498243,0.0127011036531236,0.319796645706195,0.0244403088950119,0.0222700881094039,0.0182881799416079,0.265964471109706,0.0185971697084062,0.0160307625481106,0.0495643728699687,9613.01,1.09737557077626
"9614.01",0.00964010034093115,0.0112988810925915,0.0137666303220995,0.0117327727988264,0.312868304515788,0.397906599485766,0.0704662106097768,0.0127014260719765,0.319800614088056,0.0244405144936024,0.0222703382789772,0.0182887010703023,0.265966808475914,0.0185976806940996,0.0160308153860022,0.0495646107621126,9614.01,1.0974897260274
"9615.01",0.00964045534140356,0.0112992641819729,0.0137669160168128,0.0117330233020561,0.312871509936094,0.39790959441787,0.0704704819317211,0.0127017485314008,0.31980458299194,0.0244407201874087,0.0222705885090994,0.0182892222438369,0.265969146250805,0.0185981917020271,0.016030868296775,0.0495648487071183,9615.01,1.09760388127854
"9616.01",0.00964081038056459,0.0112996473100016,0.0137672017535676,0.0117332738520634,0.312874715502333,0.397912589837418,0.0704747529158087,0.0127020710313977,0.319808552417787,0.0244409259764265,0.0222708387997699,0.0182897434622214,0.265971484434317,0.0185987027321877,0.0160309212804224,0.0495650867050012,9616.01,1.09771803652968
"9617.01",0.0096411654584172,0.0113000304766793,0.0137674875323635,0.011733524448851,0.312877921214544,0.397915585744353,0.0704790235621982,0.0127023935719644,0.319812522365535,0.0244411318606466,0.0222710891509874,0.0182902647254664,0.265973823026396,0.0185992137845871,0.0160309743369344,0.0495653247557703,9617.01,1.09783219178082
"9618.01",0.00964152057496297,0.011300413682007,0.0137677733531974,0.0117337750924204,0.312881127072768,0.397918582138632,0.0704832938710385,0.0127027161531006,0.319816492835124,0.0244413378400613,0.022271339562746,0.0182907860335817,0.265976162026989,0.0185997248592296,0.0160310274663041,0.0495655628594368,9618.01,1.09794634703196
"9619.01",0.00964187573020323,0.0113007969259834,0.0137680592160651,0.0117340257827726,0.31288433307706,0.397921579020206,0.0704875638424876,0.0127030387748064,0.319820463826491,0.024441543914663,0.0222715900350416,0.0182913073865762,0.265978501436035,0.0186002359561171,0.0160310806685232,0.049565801016014,9619.01,1.09806050228311
"9620.01",0.00964223092414374,0.01130118020861,0.0137683451209609,0.0117342765199069,0.312887539227459,0.397924576389025,0.0704918334766979,0.012703361437079,0.319824435339568,0.0244417500844437,0.0222718405678741,0.0182918287844584,0.265980841253484,0.0186007470752521,0.0160311339435841,0.0495660392255118,9620.01,1.09817465753425
"9621.01",0.00964258615678619,0.0113015635298872,0.0137686310678871,0.011734527303824,0.312890745524009,0.397927574245033,0.0704961027738313,0.0127036841399164,0.319828407374301,0.0244419563493986,0.0222720911612408,0.0182923502272389,0.265983181479283,0.0186012582166381,0.0160311872914783,0.049566277487947,9621.01,1.09828881278539
"9622.01",0.00964294142813216,0.0113019468898168,0.0137689170568379,0.0117347781345263,0.312893951966757,0.397930572588184,0.0705003717340269,0.0127040068833189,0.319832379930623,0.0244421627095201,0.0222723418151384,0.0182928717149291,0.265985522113375,0.0186017693802778,0.0160312407121972,0.0495665158033334,9622.01,1.09840296803653
"9623.01",0.00964329673818358,0.0113023302883983,0.0137692030878141,0.0117350290120149,0.312897158555745,0.397933571418436,0.0705046403574577,0.0127043296672852,0.319836353008473,0.0244423691648001,0.0222725925295651,0.0182933932475361,0.26598786315571,0.0186022805661758,0.0160312942057335,0.0495667541716814,9623.01,1.09851712328767
"9624.01",0.0096436520869438,0.0113027137256298,0.0137694891608112,0.0117352799362912,0.312900365291013,0.397936570735729,0.0705089086442599,0.0127046524918139,0.319840326607795,0.024442575715233,0.0222728433045195,0.0182939148250703,0.265990204606228,0.0186027917743332,0.0160313477720772,0.0495669925930048,9624.01,1.09863127853881
"9625.01",0.00964400747441558,0.0113030972015156,0.013769775275825,0.0117355309073566,0.312903572172593,0.397939570540015,0.0705131765946,0.0127049753569045,0.319844300728523,0.0244427823608118,0.0222730941399993,0.0182944364475432,0.265992546464874,0.0186033030047549,0.0160314014112224,0.0495672310673156,9625.01,1.09874543378995
"9626.01",0.00964436290060302,0.0113034807160538,0.0137700614328522,0.0117357819252129,0.312906779200542,0.397942570831244,0.0705174442086291,0.0127052982625548,0.319848275370598,0.024442989101528,0.0222733450360002,0.0182949581149644,0.265994888731586,0.0186038142574432,0.0160314551231622,0.0495674695946274,9626.01,1.0988595890411
"9627.01",0.00964471836550995,0.0113038642692441,0.0137703476318907,0.0117360329898619,0.312909986374894,0.397945571609367,0.0705217114865017,0.0127056212087638,0.319852250533957,0.024443195937376,0.022273595992523,0.0182954798273426,0.265997231406316,0.0186043255324018,0.0160315089078882,0.0495677081749486,9627.01,1.09897374429224
"9628.01",0.00964507386913824,0.011304247861089,0.0137706338729394,0.0117362841013044,0.312913193695693,0.39794857287433,0.0705259784283691,0.0127059441955305,0.319856226218537,0.0244434028683518,0.0222738470095629,0.0182960015846855,0.265999574489004,0.0186048368296318,0.0160315627653899,0.049567946808296,9628.01,1.09908789954338
"9629.01",0.0096454294114886,0.0113046314915894,0.0137709201559957,0.0117365352595408,0.312916401162984,0.39795157462609,0.0705302450343821,0.0127062672228554,0.319860202424277,0.0244436098944415,0.0222740980871156,0.0182965233870058,0.266001917979597,0.0186053481491384,0.01603161669566,0.0495681854946822,9629.01,1.09920205479452
"9630.01",0.00964578499256346,0.0113050151607444,0.013771206481057,0.0117367864645726,0.312919608776813,0.397954576864593,0.070534511304695,0.0127065902907376,0.319864179151117,0.0244438170156425,0.0222743492251791,0.018297045234311,0.266004261878041,0.0186058594909259,0.0160316706986918,0.0495684242341148,9630.01,1.09931621004566
"9631.01",0.00964614061236597,0.0113053988685561,0.01377149284812,0.0117370377164018,0.31292281653722,0.39795757958979,0.0705387772394634,0.0127069133991757,0.319868156398995,0.0244440242319463,0.022274600423751,0.0182975671266143,0.266006606184281,0.0186063708549928,0.0160317247744772,0.0495686630266051,9631.01,1.0994303652968
"9632.01",0.00964649627090057,0.0113057826150235,0.0137717792571813,0.0117372890150306,0.312926024444243,0.397960582801628,0.0705430428388357,0.0127072365481673,0.319872134167847,0.024444231543348,0.0222748516828325,0.0182980890639245,0.266008950898264,0.0186068822413473,0.0160317789230069,0.0495689018721676,9632.01,1.09954452054795
"9633.01",0.00964685196816972,0.011306166400147,0.0137720657082385,0.0117375403604599,0.31292923249793,0.397963586500062,0.0705473081029704,0.0127075597377107,0.31987611245761,0.0244444389498367,0.0222751030024192,0.0182986110462493,0.266011296019937,0.0186073936499924,0.0160318331442722,0.0495691407708164,9633.01,1.09965867579909
"9634.01",0.00964720770417449,0.0113065502239269,0.0137723522012898,0.011737791752691,0.31293244069832,0.397966590685048,0.0705515730320187,0.0127078829678055,0.319880091268218,0.0244446464514059,0.0222753543825093,0.0182991330735999,0.266013641549239,0.0186079050809284,0.0160318874382656,0.0495693797225659,9634.01,1.09977283105023
"9635.01",0.00964756347891782,0.0113069340863656,0.0137726387363307,0.011738043191725,0.312935649045456,0.397969595356532,0.0705558376261363,0.01270820623845,0.319884070599619,0.0244448540480487,0.0222756058230998,0.018299655145984,0.266015987486115,0.018608416534161,0.0160319418049782,0.0495696187274255,9635.01,1.09988698630137
"9636.01",0.00964791929240263,0.0113073179874629,0.0137729253133584,0.011738294677562,0.312938857539379,0.397972600514462,0.0705601018854789,0.0127085295496442,0.319888050451749,0.0244450617397622,0.0222758573241881,0.0183001772634113,0.266018333830512,0.018608928009692,0.0160319962444055,0.0495698577854094,9636.01,1.10000114155251
"9637.01",0.00964827514463273,0.0113077019272176,0.0137732119323715,0.0117385462102028,0.31294206618014,0.397975606158792,0.070564365810196,0.0127088529013861,0.319892030824547,0.0244452695265404,0.0222761088857708,0.0183006994258907,0.266020680582375,0.0186094395075258,0.0160320507565375,0.0495700968965284,9637.01,1.10011529680365
"9638.01",0.00964863103561053,0.0113080859056309,0.013773498593368,0.0117387977896502,0.312945274967774,0.397978612289469,0.0705686294004387,0.0127091762936752,0.319896011717955,0.0244454774083739,0.0222763605078444,0.0183012216334335,0.266023027741645,0.0186099510276634,0.0160321053413681,0.0495703360607947,9638.01,1.10022945205479
"9639.01",0.00964898696533878,0.0113084699227048,0.0137737852963429,0.0117390494159061,0.312948483902331,0.397981618906443,0.0705728926563661,0.0127094997265099,0.319899993131905,0.0244456853852556,0.0222766121904077,0.0183017438860505,0.266025375308273,0.0186104625701097,0.0160321599988869,0.0495705752782199,9639.01,1.10034360730594
"9640.01",0.00964934293381834,0.0113088539784373,0.0137740720412947,0.0117393010889719,0.312951692983853,0.397984626009663,0.0705771555781272,0.0127098231998905,0.319903975066337,0.0244458934571766,0.022276863933459,0.0183022661837513,0.2660277232822,0.0186109741348684,0.0160322147290858,0.049570814548816,9640.01,1.10045776255708
"9641.01",0.00964969894105259,0.0113092380728306,0.0137743588282217,0.0117395528088475,0.312954902212377,0.397987633599087,0.070581418165878,0.0127101467138153,0.31990795752119,0.024446101624134,0.0222771157369954,0.018302788526547,0.266030071663372,0.0186114857219408,0.0160322695319561,0.0495710538725982,9641.01,1.10057191780822
"9642.01",0.0096500549870441,0.0113096222058833,0.0137746456571186,0.0117398045755347,0.312958111587944,0.397990641674657,0.0705856804197718,0.0127104702682822,0.319911940496407,0.0244463098861196,0.0222773676010144,0.0183033109144437,0.266032420451737,0.0186119973313287,0.0160323244074907,0.0495712932495772,9642.01,1.10068607305936
"9643.01",0.00965041107179696,0.0113100063776,0.0137749325279848,0.0117400563890343,0.312961321110591,0.397993650236328,0.0705899423399587,0.0127107938632915,0.319915923991923,0.0244465182431248,0.022277619525514,0.0183038333474512,0.266034769647236,0.0186125089630383,0.0160323793556835,0.0495715326797622,9643.01,1.1008002283105
"9644.01",0.00965076719531239,0.0113103905879785,0.0137752194408152,0.0117403082493484,0.312964530780367,0.397996659284051,0.0705942039265901,0.0127111174988423,0.319919908007669,0.0244467266951432,0.0222778715104875,0.0183043558255819,0.266037119249815,0.0186130206170711,0.0160324343765246,0.0495717721631666,9644.01,1.10091438356164
"9645.01",0.00965112335759546,0.0113107748370174,0.0137755063956103,0.0117405601564769,0.312967740597315,0.39799966881777,0.070598465179823,0.0127114411749321,0.31992389254359,0.0244469352421645,0.0222781235559351,0.0183048783488455,0.266039469259419,0.0186135322934301,0.0160324894700067,0.0495720116998063,9645.01,1.10102853881279
"9646.01",0.00965147955864662,0.0113111591247223,0.0137757933923652,0.0117408121104235,0.312970950561474,0.398002678837437,0.0706027260998092,0.0127117648915615,0.319927877599621,0.0244471438841846,0.0222783756618573,0.0183054009172501,0.26604181967599,0.0186140439921196,0.0160325446361217,0.0495722512896952,9646.01,1.10114269406393
"9647.01",0.00965183579846867,0.0113115434510916,0.0137760804310779,0.0117410641111888,0.312974160672892,0.398005689343004,0.0706069866866992,0.0127120886487277,0.319931863175709,0.0244473526211983,0.0222786278282523,0.0183059235308061,0.26604417049948,0.0186145557131435,0.0160325998748611,0.0495724909328432,9647.01,1.10125684931507
"9648.01",0.00965219207706447,0.011311927816124,0.0137763675117457,0.0117413161587719,0.31297737093161,0.398008700334418,0.0706112469406404,0.0127124124464289,0.319935849271786,0.0244475614531972,0.0222788800551155,0.0183064461895215,0.266046521729831,0.0186150674565047,0.0160326551862184,0.049572730629261,9648.01,1.10137100456621
"9649.01",0.00965254839443641,0.0113123122198213,0.0137766546343657,0.011741568253176,0.312980581337674,0.398011711811633,0.0706155068617885,0.0127127362846657,0.319939835887792,0.0244477703801729,0.0222791323424433,0.0183069688934075,0.266048873366984,0.0186155792222059,0.0160327105701845,0.0495729703789636,9649.01,1.10148515981735
"9650.01",0.00965290475058642,0.011312696662182,0.0137769417989348,0.0117418203944008,0.312983791891114,0.398014723774606,0.0706197664503023,0.0127130601634369,0.319943823023666,0.0244479794021217,0.0222793846902332,0.018307491642473,0.266051225410891,0.0186160910102514,0.0160327660267503,0.049573210181963,9650.01,1.10159931506849
"9651.01",0.00965326114551814,0.011313081143209,0.013777229005454,0.0117420725824489,0.312987002591977,0.398017736223284,0.0706240257063322,0.0127133840827407,0.319947810679345,0.0244481885190345,0.0222796370984829,0.0183080144367269,0.26605357786149,0.0186166028206431,0.0160328215559098,0.0495734500382686,9651.01,1.10171347031963
"9652.01",0.00965361757923411,0.0113134656629019,0.0137775162539169,0.0117423248173223,0.312990213440308,0.398020749157613,0.0706282846300307,0.0127137080425768,0.319951798854768,0.0244483977309059,0.0222798895671887,0.0183085372761821,0.266055930718731,0.0186171146533825,0.016032877157651,0.0495736899478924,9652.01,1.10182762557078
"9653.01",0.0096539740517364,0.0113138502212609,0.0137778035443218,0.0117425770990229,0.312993424436153,0.398023762577542,0.0706325432215498,0.0127140320429442,0.319955787549874,0.0244486070377266,0.0222801420963505,0.018309060160847,0.266058283982571,0.0186176265084745,0.0160329328319686,0.0495739299108457,9653.01,1.10194178082192
"9654.01",0.00965433056302887,0.0113142348182854,0.013778090876665,0.011742829427552,0.312996635579552,0.398026776483026,0.0706368014810415,0.0127143560838423,0.319959776764603,0.0244488164394905,0.0222803946859651,0.0183095830907299,0.266060637652937,0.0186181383859216,0.016032988578857,0.0495741699271466,9654.01,1.10205593607306
"9655.01",0.00965468711311426,0.0113146194539772,0.0137783782509436,0.0117430818029099,0.312999846870543,0.398029790874019,0.0706410594086565,0.0127146801652696,0.319963766498894,0.024449025936193,0.022280647336031,0.018310106065841,0.266062991729778,0.0186186502857272,0.0160330443983059,0.0495744099968068,9655.01,1.1021700913242
"9656.01",0.00965504370199517,0.0113150041283354,0.0137786656671547,0.0117433342250973,0.313003058309165,0.398032805750467,0.0706453170045477,0.0127150042872257,0.319967756752681,0.0244492355278253,0.0222809000465457,0.0183106290861912,0.266065346213041,0.0186191622078943,0.0160331002903083,0.0495746501198346,9656.01,1.10228424657534
"9657.01",0.00965540032967374,0.0113153888413633,0.0137789531252965,0.0117435866941152,0.313006269895463,0.398035821112321,0.0706495742688668,0.0127153284497082,0.319971747525904,0.0244494452143782,0.0222811528175084,0.0183111521517892,0.266067701102668,0.0186196741524259,0.0160331562548563,0.0495748902962422,9657.01,1.10239840182648
"9658.01",0.0096557569961536,0.0113157735930613,0.0137792406253662,0.0117438392099656,0.31300948162948,0.398038836959533,0.0706538312017668,0.0127156526527162,0.319975738818508,0.0244496549958462,0.0222814056489137,0.0183116752626442,0.26607005639861,0.018620186119324,0.0160332122919408,0.049575130526042,9658.01,1.10251255707763
"9659.01",0.00965611370143609,0.0113161583834306,0.0137795281673624,0.0117440917726519,0.31301269351126,0.398041853292052,0.0706580878034002,0.012715976896249,0.319979730630428,0.0244498648722223,0.0222816585407577,0.0183121984187648,0.266072412100807,0.0186206981085919,0.016033268401554,0.0495753708092463,9659.01,1.10262671232877
"9660.01",0.00965647044552331,0.0113165432124694,0.0137798157512798,0.0117443443821737,0.313015905540843,0.398044870109823,0.0706623440739232,0.0127163011803031,0.319983722961599,0.0244500748434997,0.0222819114930403,0.0183127216201615,0.266074768209205,0.0186212101202351,0.0160333245836872,0.0495756111458682,9660.01,1.10274086757991
"9661.01",0.00965682722841907,0.0113169280801764,0.0137801033771174,0.0117445970385307,0.313019117718269,0.398047887412804,0.0706666000134829,0.0127166255048796,0.319987715811961,0.0244502849096713,0.0222821645057584,0.0183132448668464,0.266077124723753,0.0186217221542577,0.0160333808383354,0.0495758515359218,9661.01,1.10285502283105
"9662.01",0.00965718405012608,0.0113173129865527,0.0137803910448709,0.0117448497417257,0.313022330043581,0.398050905200942,0.0706708556222302,0.0127169498699772,0.319991709181455,0.024450495070735,0.0222824175789119,0.0183137681588274,0.266079481644397,0.0186222342106589,0.0160334371654899,0.0495760919794164,9662.01,1.10296917808219
"9663.01",0.00965754091064903,0.0113176979316012,0.0137806787545396,0.0117451024917596,0.313025542516823,0.398053923474192,0.0706751109003161,0.0127172742755948,0.319995703070024,0.0244507053266819,0.0222826707124954,0.0183142914961134,0.266081838971077,0.0186227462894434,0.0160334935651402,0.0495763324763683,9663.01,1.10308333333333
"9664.01",0.00965789780998751,0.0113180829153219,0.0137809665061205,0.0117453552886329,0.313028755138036,0.398056942232503,0.0706793658478943,0.0127175987217317,0.319999697477598,0.0244509156775025,0.0222829239065097,0.0183148148787149,0.266084196703742,0.0186232583906163,0.0160335500372812,0.0495765730267868,9664.01,1.10319748858447
"9665.01",0.00965825474814426,0.0113184679377152,0.0137812542996109,0.0117456081323498,0.313031967907255,0.398059961475822,0.0706836204651143,0.012717923208388,0.320003692404112,0.0244511261231899,0.0222831771609493,0.0183153383066397,0.266086554842335,0.0186237705141788,0.0160336065819043,0.0495768136306833,9665.01,1.10331164383562
"9666.01",0.00965861172512246,0.0113188529987811,0.0137815421350064,0.0117458610229103,0.313035180824528,0.398062981204102,0.07068787475213,0.01271824773556,0.320007687849512,0.0244513366637375,0.0222834304758091,0.0183158617798988,0.2660889133868,0.0186242826601307,0.0160336631990006,0.0495770542880705,9666.01,1.10342579908676
"9667.01",0.00965896874092358,0.0113192380985204,0.0137818300123048,0.0117461139603158,0.313038393889895,0.398066001417289,0.0706921287090946,0.0127185723032475,0.320011683813741,0.0244515472991401,0.0222836838510913,0.0183163852985021,0.266091272337088,0.0186247948284808,0.0160337198885629,0.0495772949989596,9667.01,1.1035399543379
"9668.01",0.00965932579555264,0.011319623236933,0.0137821179315065,0.011746366944566,0.313041607103401,0.398069022115338,0.0706963823361578,0.0127188969114507,0.320015680296733,0.0244517580293875,0.0222839372867933,0.0183169088624598,0.266093631693134,0.0186253070192311,0.016033776650582,0.0495775357633615,9668.01,1.10365410958904
"9669.01",0.0096596828890118,0.0113200084140196,0.0137824058926072,0.011746619975664,0.313044820465082,0.398072043298197,0.0707006356334703,0.012719221560167,0.32001967729843,0.0244519688544763,0.0222841907829109,0.0183174324717796,0.266095991454898,0.0186258192323845,0.0160338334850493,0.04957777658129,9669.01,1.10376826484018
"9670.01",0.00966004002130356,0.0113203936297806,0.0137826938955992,0.0117468730536109,0.313048033974981,0.398075064965821,0.0707048886011862,0.0127195462493948,0.320023674818766,0.0244521797743999,0.0222844443394429,0.018317956126474,0.266098351622326,0.0186263314679394,0.0160338903919592,0.0495780174527607,9670.01,1.10388242009132
"9671.01",0.00966039719242757,0.0113207788842174,0.0137829819404842,0.0117471261784081,0.313051247633145,0.398078087118159,0.0707091412394546,0.0127198709791339,0.320027672857684,0.0244523907891491,0.022284697956386,0.0183184798265505,0.266100712195352,0.018626843725903,0.0160339473713026,0.0495782583777836,9671.01,1.10399657534247
"9672.01",0.00966075440238969,0.0113211641773302,0.0137832700272605,0.0117473793500568,0.313054461439609,0.39808110975516,0.0707133935484299,0.0127201957493835,0.32003167141512,0.0244526018987194,0.0222849516337364,0.0183190035720202,0.266103073173924,0.0186273560062795,0.0160340044230732,0.0495784993563674,9672.01,1.10411073059361
"9673.01",0.00966111165119241,0.011321549509119,0.0137835581559247,0.0117476325685566,0.313057675394421,0.398084132876782,0.0707176455282639,0.0127205205601453,0.320035670491007,0.0244528131031018,0.0222852053714962,0.0183195273628917,0.266105434557988,0.0186278683090684,0.0160340615472631,0.0495787403885231,9673.01,1.10422488584475
"9674.01",0.00966146893883844,0.011321934879586,0.0137838463264722,0.0117478858339107,0.313060889497616,0.398087156482962,0.070721897179108,0.0127208454114158,0.320039670085294,0.0244530244022892,0.0222854591696578,0.018320051199174,0.266107796347487,0.0186283806342769,0.0160341187438638,0.0495789814742679,9674.01,1.10433904109589
"9675.01",0.00966182626532985,0.0113223202887281,0.0137841345389017,0.0117481391461187,0.31306410374924,0.398090180573658,0.0707261485011099,0.0127211703031927,0.320043670197919,0.0244532357962733,0.0222857130282199,0.0183205750808767,0.266110158542366,0.0186288929819036,0.0160341760128651,0.0495792226136112,9675.01,1.10445319634703
"9676.01",0.00966218363066842,0.0113227057365483,0.0137844227932096,0.011748392505184,0.313067318149331,0.398093205148822,0.0707303994944183,0.0127214952354745,0.320047670828815,0.0244534472850492,0.0222859669471807,0.0183210990080098,0.266112521142569,0.0186294053519532,0.0160342333542611,0.0495794638065678,9676.01,1.10456735159817
