"KpAd","KpBr","KpGu","KpHe","KpKi","KpLi","KpLu","KpMu","KpSk","KpSp","KpGo","KpBo","KpRe"
1.07847766385292,1.12288483206084,0.376657226811084,0.318433672098192,0.94988074038226,0.801203347602806,0.50638375316349,0.344428447547777,1.30316222602733,0.422543010995042,0.349399740289827,0.0999902764638649,0.373698107008721
