"TIME","age","BDW_M","TotalVolume_M","Hct_M","CardOut_M","TotalBloodFlow_M","QUr_M","GFR_M","PTC_kidneyTissue_M","SA_hands_M","V_skin_M","Q_skin_M","SA_skin_M","V_skinBarrier_M","V_skinPlasma_M","V_skinTissue_M","V_kidney_M","Q_kidney_M","V_kidneyPlasma_M","V_kidneyTissue_M","V_filtrate_M","V_gut_M","Q_gut_M","V_liver_M","Q_liver_M","Q_hepatic_M","V_plasma_M","Q_adipose_M","V_adipose_M","V_rest_M","Q_rest_M","AbsPFOA","kAbl","kAap","fup","PL","PF","PK","PSk","PR","PG","CLdermalabs_M","CL_PltPT_M","CL_FiltPT_M","CLbiliary_M","CLfecal_M"
24455,67,82,82.2567837208481,0.467,4613.51036073528,4613.51036073528,1.804,165.596312287251,0.0239633720675943,852.337158465468,3.7064,244.075992852586,17046.7431693094,0.0708292178684804,0.296512,3.409888,0.344400288410381,919.97951270695,0.123984103827737,0.220416184582644,0.017220014420519,1.148,675.902749437931,2.02540060259242,305.095081836903,980.997831274834,3.3260266,372.868164147806,35.3997849084802,36.3067713213651,2095.5888597531,0.016,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0781422706881141,704.443709701579,5665.57760851228,0.00407082728325979,5.22296550418618e-05
