"BDW_M","TotalVolume_M","Hct_M","CardOut_M","TotalBloodFlow_M","V_adrenal_M","V_brain_M","V_breast_M","V_heart_M","V_marrow_M","V_muscle_M","V_repro_M","V_pancreas_M","V_skin_M","V_spleen_M","V_thyroid_M","V_urinarytract_M","V_kidney_M","V_lung_M","V_gut_M","V_stomach_M","V_liver_M","Q_adrenal_M","Q_bone_M","Q_brain_M","Q_breast_M","Q_heart_M","Q_marrow_M","Q_muscle_M","Q_repro_M","Q_pancreas_M","Q_skin_M","Q_spleen_M","Q_thyroid_M","Q_urinarytract_M","Q_kidney_M","Q_lung_M","Q_gut_M","Q_stomach_M","Q_liver_M","Q_adipose_M","V_bone_M","V_bonenonperfused_M","V_adipose_M","V_plasma_M","TIME","age"
82,82.2567837208481,0.467,4613.51036073528,4613.51036073528,0.0164,1.60323920055345,0.028044,0.369,4.09836477834152,25.0639353424701,0.0656,0.15744,3.7064,0.1722,0.022468,0.08528,0.344400288410381,0.5576,1.148,0.1722,2.02540060259242,14.0813072799569,96.5494041346634,572.992098031123,0.917296588522906,192.444532826078,145.448808736956,631.941117383818,4.69376909331896,46.9376909331896,244.075992852586,145.506841892888,70.4065363997845,4.69376909331896,919.97951270695,122.037996426293,675.902749437931,46.9376909331896,305.095081836903,372.868164147806,1.2208604430675,2.6741395569325,35.3997849084802,3.3260266,24455,67
