"TIME","age","BDW_F","TotalVolume_F","Hct_F","CardOut_F","TotalBloodFlow_F","QUr_F","GFR_F","PTC_kidneyTissue_F","SA_hands_F","V_skin_F","Q_skin_F","SA_skin_F","V_skinBarrier_F","V_skinPlasma_F","V_skinTissue_F","V_kidney_F","Q_kidney_F","V_kidneyPlasma_F","V_kidneyTissue_F","V_filtrate_F","V_gut_F","Q_gut_F","V_liver_F","Q_liver_F","Q_hepatic_F","V_plasma_F","Q_adipose_F","V_adipose_F","V_rest_F","Q_rest_F","AbsPFOA","fBAc_dust","fBAc_cosm","kAbl","kAap","fup","PL","PF","PK","PSk","PR","PG","CLdermalabs_F","CL_PltPT_F","CL_FiltPT_F","CLbiliary_F","CLfecal_F"
263,0.720547945205479,6.69439515670545,6.29248453037482,0.297547679927042,1096.34240552858,1096.34240552858,0.14727669344752,33.189710146754,0.00313572797799691,160.670132549012,0.281522870057093,40.3164110559709,3213.40265098025,0.0133516880148229,0.0225218296045674,0.259001040452526,0.0450665130496826,184.387278593078,0.0162239446978857,0.0288425683517969,0.00225332565248413,0.0929434929915884,103.081263362107,0.246105640194776,73.8372959180771,176.918559280184,0.270059687256586,70.4010642862152,2.64769981407547,2.70908651274962,624.319092313132,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0147302377520934,92.1800088570312,741.369376914587,0.00316863653754816,5.2098960118064e-05
264,0.723287671232877,6.70476418653531,6.3024083940495,0.297532456526679,1098.16230731877,1098.16230731877,0.147504812103777,33.2402594168786,0.00313998291478417,160.835833074331,0.281873577835888,40.3733318942659,3216.71666148662,0.0133654577284769,0.022549886226871,0.259323691609017,0.0451276647712586,184.668107871548,0.0162459593176531,0.0288817054536055,0.00225638323856293,0.0931089989505253,103.281952803177,0.246456670201936,73.954879533694,177.236832336871,0.270131574564635,70.5277342929938,2.65202376722785,2.71368614049741,625.356300923091,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0147454291762547,92.3050898951466,742.375356979476,0.00316912698975022,5.20990407524059e-05
265,0.726027397260274,6.71513136288999,6.31233109437851,0.297517550889946,1099.9813097986,1099.9813097986,0.14773288998358,33.2907875055,0.00314423548658649,161.001418435114,0.282223982561311,40.4302125215827,3220.02836870227,0.0133792178719579,0.0225779186049049,0.259646063956406,0.0451887825033988,184.948819475,0.0162679617012236,0.0289208208021752,0.00225943912516994,0.0932745383226345,103.482705763704,0.24680754887891,74.0724280133577,177.555133777062,0.270202178314422,70.6544624154559,2.65634935554827,2.71828470824956,626.3926816095,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0147606100421313,92.4301014105438,743.380777899112,0.00316961667229739,5.2099121247886e-05
266,0.728767123287671,6.7254966862119,6.32225263391903,0.297502956384044,1101.79942103169,1101.79942103169,0.147960927096662,33.3412946440445,0.00314848569557908,161.166888860372,0.282574084495967,40.4870532266157,3223.33777720743,0.0133929684642969,0.0226059267596774,0.25996815773629,0.0452498662773653,185.229414689136,0.0162899518598515,0.0289599144175138,0.00226249331386827,0.0934401110615573,103.683522853778,0.247158276310351,74.1899418461876,177.873464699966,0.270271501205581,70.7812490960336,2.66067657796491,2.7228822166033,627.428239319939,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0147757803707189,92.5550434671667,744.385640187774,0.00317010558757465,5.20992016049584e-05
267,0.731506849315068,6.73586015694359,6.33217301518085,0.297488666514626,1103.6166489332,1103.6166489332,0.148188923452759,33.3917810593412,0.00315273354393522,161.332244578274,0.28292388390234,40.5438542923744,3226.64489156548,0.0134067095244546,0.0226339107121872,0.260289973190153,0.0453109161243923,185.509894774118,0.0163119298047812,0.0289989863196111,0.00226554580621962,0.0936057171209548,103.884404670362,0.24750885258087,74.3074215112341,178.191826181596,0.270339545889926,70.9080947678785,2.66500543340801,2.72747866615436,628.462978917233,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0147909401829362,92.6799161289026,745.389944359283,0.00317059373795575,5.20992818240744e-05
268,0.734246575342466,6.74622177552769,6.34209224062731,0.297474674922903,1105.4330012726,1105.4330012726,0.148416879061609,33.4422469737108,0.00315697903382625,161.497485816151,0.28327338104279,40.6006159962931,3229.94971632303,0.0134204410713222,0.0226618704834232,0.260611510559367,0.0453719320756863,185.79026096506,0.0163338955472471,0.0290380365284392,0.00226859660378431,0.0937713564545074,104.085351797534,0.247859277775039,74.4248674776692,178.510219275203,0.270406314972393,71.0349998550365,2.6693359208098,2.73207405749709,629.496905181007,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0148060894996247,92.8047194595819,746.393690927002,0.00317108112580326,5.20993619056836e-05
269,0.736986301369863,6.75658154240696,6.35201031267623,0.297460975382814,1107.24848567637,1107.24848567637,0.148644793932953,33.4926926050495,0.00316122216742157,161.662612800501,0.283622576179555,40.6573386103368,3233.25225601001,0.0134341631237216,0.0226898060943644,0.260932770085191,0.0454329141624255,186.070514472497,0.0163558490984732,0.0290770650639523,0.00227164570812128,0.0939370290159151,104.286364806718,0.248209551977389,74.5422802049728,178.828645011691,0.270471811011962,71.1619647726191,2.67366803910456,2.73666839122442,630.530022809226,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0148212283415499,92.9294535229771,747.396880403831,0.00317156775346867,5.2099441850233e-05
270,0.73972602739726,6.7669394580243,6.36192723370082,0.297447561798259,1109.06310963056,1109.06310963056,0.148872668076535,33.5431181669144,0.00316546294688866,161.82762575699,0.283971469574752,40.7140224011062,3236.5525151398,0.0134478757004059,0.0227177175659802,0.261253752008772,0.0454938624157611,186.350656482858,0.016377790469674,0.0291160719460871,0.00227469312078806,0.0941027347588981,104.487444256923,0.248559675272413,74.6596601431161,179.147104400039,0.270536036522563,71.2889899269727,2.67800178722857,2.74126166792786,631.562336419584,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0148363567294008,93.0541183828056,748.399513302223,0.00317205362329241,5.20995216581678e-05
271,0.742465753424657,6.77729552282266,6.37184300603051,0.297434428200382,1110.87688048345,1110.87688048345,0.149100501502099,33.5935238686047,0.00316970137439303,161.992524910462,0.284320061490373,40.7706676299409,3239.85049820923,0.0134615788200594,0.0227456049192298,0.261574456571143,0.0455547768668156,186.630688158915,0.0163997196720536,0.029155057194762,0.00227773884334078,0.0942684736371955,104.688590694966,0.248909647744561,74.7770077327409,179.465598427707,0.270598993973957,71.4160757158427,2.6823371641201,2.74585388819751,632.593850551044,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0148514746837912,93.1787141027259,749.401590134162,0.00317253873760398,5.20996013299309e-05
272,0.745205479452055,6.7876497372452,6.38175763195196,0.297421568744919,1112.68980544806,1112.68980544806,0.149328294219394,33.643909915243,0.00317393745209833,162.15731048494,0.284668352188292,40.8272745530199,3243.14620969879,0.0134752725012985,0.0227734681750634,0.261894884013229,0.0456156575466848,186.910610640239,0.0164216367168065,0.0291940208298783,0.00228078287733424,0.0944342456045669,104.8898046557,0.249259469478246,74.8943234053369,179.784128061037,0.270660685792614,71.5432225285369,2.68667416871944,2.75044505262212,633.624569665227,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0148665822252593,93.3032407463422,750.403111411191,0.00317302309872198,5.20996808659629e-05
273,0.747945205479452,6.79800210173511,6.39167111370975,0.297408977709595,1114.50189160466,1114.50189160466,0.149556046238172,33.694276507855,0.00317817118216621,162.32198270363,0.285016341930259,40.8838434214605,3246.4396540726,0.0134889567626717,0.0228013073544207,0.262215034575838,0.0456765044864359,187.190425043639,0.0164435416151169,0.029232962871319,0.00228382522432179,0.0946000506147912,105.09108666223,0.249609140557839,75.0116075834137,180.102694245644,0.270721114362561,71.6704307460838,2.69101279996884,2.75503516178902,634.654498147833,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0148816793742688,93.4276983771998,751.404077644383,0.00317350670895419,5.20997602667024e-05
274,0.750684931506849,6.80835261673577,6.4015834535073,0.297396649491576,1116.3131459032,1116.3131459032,0.149783757568187,33.7446238434462,0.00318240256675645,162.486541788929,0.285364030977902,40.9403744814157,3249.73083577858,0.01350263162266,0.0228291224782322,0.26253490849967,0.0457373177171091,187.47013246359,0.0164654343781593,0.0292718833389498,0.00228686588585546,0.0947658886216668,105.292437226129,0.249958661067671,75.1288606806716,180.421297906801,0.270780282026217,71.7977007413892,2.69535305681254,2.75962421628419,635.683640310004,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.014896766151209,93.5520870587892,752.404489344366,0.00317398957059761,5.2099839532586e-05
275,0.753424657534247,6.8187012826906,6.41149465350765,0.297384578604982,1118.12357516572,1118.12357516572,0.150011428219193,33.7949521150795,0.00318663160802686,162.650987962424,0.285711419592725,40.9968679741692,3253.01975924848,0.0135162970996775,0.022856913567418,0.262854506025307,0.0457980972697163,187.749733972664,0.0164873150170979,0.0293107822526184,0.00228990486348582,0.0949317595790118,105.493856847654,0.250308031092035,75.2460831021678,180.739939949822,0.270838191085217,71.9250328793893,2.69969493819672,2.76421221669223,636.712000389676,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.014911842576395,93.6764068545427,753.404347021304,0.00317447168593861,5.20999186640479e-05
276,0.756164383561644,6.82904810004322,6.42140471583438,0.297372759678439,1119.93318608873,1119.93318608873,0.150239058200951,33.8452615119497,0.00319085830813338,162.815321444901,0.286058508036116,41.0533241362296,3256.30642889803,0.0135299532120713,0.0228846806428893,0.263173827393227,0.0458588431752426,188.029230621943,0.0165091835430873,0.0293496596321553,0.00229294215876213,0.0950976634406646,105.695346015951,0.250657250715183,75.3632752444811,181.058621260432,0.270894843801214,72.0524275172018,2.70403844306958,2.76879916359638,637.739582552924,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0149269086700685,93.8006578278379,754.403651184919,0.00317495305725289,5.20999976615206e-05
277,0.758904109589041,6.8393930692373,6.43131364257217,0.297361187452692,1121.74198524553,1121.74198524553,0.150466647523221,33.8955522194569,0.00319508266922998,162.979542456347,0.286405296569334,41.1097431994211,3259.59084912694,0.0135435999781224,0.0229124237255467,0.263492872843787,0.0459195554646447,188.308623441427,0.0165310399672721,0.0293885154973726,0.00229597777323224,0.0952636001604823,105.896905209256,0.251006320021326,75.4804374958711,181.377342705127,0.270950242396665,72.1798850042724,2.70838357038118,2.77338505757854,638.766390895282,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0149419644523979,93.9248400419942,755.402402344466,0.00317543368680561,5.21000765254342e-05
278,0.761643835616438,6.8497361907167,6.44122143576783,0.297349856778264,1123.54997908844,1123.54997908844,0.150694196195767,33.9458244192787,0.00319930469346874,163.143651215953,0.286751785453522,41.1661253909747,3262.87302431906,0.0135572374160457,0.0229401428362818,0.26381164261724,0.0459802341688523,188.587913440437,0.0165528843007868,0.0294273498680655,0.00229901170844262,0.0954295696923428,106.098534895106,0.251355239094638,75.5975702364374,181.696105131543,0.271004389055609,72.307405682521,2.7127303190836,2.77796989921927,639.792429442964,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0149570099434786,94.048953560276,756.400601008755,0.00317591357685146,5.21001552562169e-05
279,0.764383561643836,6.86007746492533,6.45112809743087,0.297338762613167,1125.3571739511,1125.3571739511,0.150921704228357,33.9960782894414,0.00320352438299983,163.307647942122,0.287097974949699,41.2224709336156,3266.15295884244,0.0135708655439904,0.0229678379959759,0.264130136953723,0.0460408793187673,188.867101608008,0.0165747165547562,0.0294661627640111,0.00230204396593837,0.0955955719901427,106.300235530522,0.251704008019252,75.714673838273,182.014909368795,0.271057285924422,72.4349898864825,2.71707868813081,2.78255368909778,640.817702154199,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0149720451633337,94.1729984458907,757.398247686141,0.00317639272963469,5.21002338542947e-05
280,0.767123287671233,6.87041689230724,6.46103362953433,0.297327900020653,1127.16357605062,1127.16357605062,0.151149171630759,34.0463140043891,0.00320774173997148,163.47153285247,0.287443865318762,41.2787800456506,3269.43065704939,0.0135844843800402,0.022995509225501,0.264448356093261,0.0461014909452641,189.146188913273,0.0165965367402951,0.029504954204969,0.00230507454726321,0.0957616070077988,106.502007562216,0.252052626879259,75.8317486656173,182.333756227833,0.271108935112559,72.5626379434479,2.72142867647872,2.78713642779197,641.842212920415,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0149870701319144,94.2969747619894,758.395342884524,0.0031768711473892,5.21003123200918e-05
281,0.76986301369863,6.88075447330665,6.47093803401549,0.297317264167024,1128.96919148975,1128.96919148975,0.151376598412746,34.0965317350525,0.00321195676653003,163.635306163831,0.287789456821487,41.3350529410527,3272.70612327661,0.0135980939422143,0.023023156545719,0.264766300275768,0.0461620690791898,189.425176305847,0.0166183448685083,0.0295437242106815,0.00230810345395949,0.0959276746992478,106.70385142677,0.252401095758715,75.9487950750046,182.652646501775,0.271159338693287,72.6903501736,2.72578028308514,2.79171811587842,642.865965567476,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0150020848691,94.4208825716675,759.391887111357,0.00317734883233859,5.21003906540301e-05
282,0.772602739726027,6.89109020836783,6.48084131277658,0.297306850319476,1130.77402625903,1130.77402625903,0.151603984584092,34.1467316489151,0.0032161694648199,163.79896809226,0.288134749718529,41.3912898295448,3275.97936184521,0.0136116942484668,0.0230507799774823,0.265083969741047,0.0462226137513639,189.704064716195,0.016640140950491,0.0295824728008729,0.00231113068756819,0.0960937750184456,106.90576755083,0.252749414741633,76.0658134154103,182.97158096624,0.271208498704394,72.8181268901483,2.73013350690982,2.79629875393239,643.888963856902,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0150170893946984,94.5447219379637,760.387880873637,0.00317782578669625,5.21004688565298e-05
283,0.775342465753425,6.90142409793522,6.49074346768547,0.297296653843993,1132.57808623878,1132.57808623878,0.151831330154575,34.1969139100798,0.00322037983698362,163.962518853042,0.288479744270421,41.4474909166818,3279.25037706085,0.0136252853166878,0.0230783795416337,0.265401364728787,0.0462831249925786,189.982855055999,0.0166619249973283,0.0296211999952503,0.00231415624962893,0.0962599079193681,107.107756351285,0.253097583911987,76.182804028395,183.29056037968,0.271256417148896,72.9459683994608,2.73448834691437,2.80087834252785,644.911211486958,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0150320837284469,94.6684929238612,761.383324677914,0.00317830201266538,5.21005469280088e-05
284,0.778082191780822,6.91175614245333,6.50064450057636,0.29728667020329,1134.38137720123,1134.38137720123,0.152058635133973,34.2470786793322,0.00322458788516177,164.125958660689,0.288824440737572,41.5036564039305,3282.51917321378,0.0136388671647033,0.0231059552590058,0.265718485478566,0.0463436028335983,190.261548218512,0.0166836970200954,0.0296599058135029,0.00231718014167992,0.0964260733560105,107.309818235449,0.253445603353711,76.2997672482448,183.609585483694,0.271303095995716,73.0738750011935,2.73884480206231,2.80545688223744,645.9327120939,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.015047067890012,94.7921955922861,762.378219030279,0.00317877751243909,5.21006248688833e-05
285,0.780821917808219,6.92208634236687,6.5105444132505,0.297276894954787,1136.18390481249,1136.18390481249,0.152285899532071,34.2972261142052,0.00322879361149308,164.289287728949,0.289168839380276,41.5597864887489,3285.78575457897,0.0136524398102756,0.0231335071504221,0.266035332229854,0.0464040473051607,190.540145078918,0.0167054570298579,0.0296985902753028,0.00232020236525804,0.0965922712823884,107.511953601233,0.253793473150702,76.4167034021104,183.928657003343,0.271348537180366,73.2018469884175,2.74320287131904,2.81003437363257,646.953469253062,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.01506204189899,94.9158300061099,763.372564436384,0.00317925228820045,5.21007026795672e-05
286,0.783561643835616,6.93241469812058,6.52044320747676,0.297267323748637,1137.9856746345,1137.9856746345,0.152513123358653,34.3473563690404,0.00323299701811433,164.452506270806,0.289512940458699,41.6158813646632,3289.05012541613,0.013666003271104,0.0231610352366959,0.266351905222003,0.0464644584379754,190.818646494669,0.0167272050376711,0.0297372534003043,0.00232322292189877,0.0967585016525364,107.714162837326,0.254141193386814,76.5336128101415,184.247775647468,0.271392742605603,73.329884647743,2.74756255365182,2.81461081728331,647.973486479957,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0150770057749075,95.0393962281467,764.366361401421,0.00317972634212254,5.21007803604727e-05
287,0.786301369863014,6.94274121015941,6.5303408849924,0.29725795232579,1139.78669212698,1139.78669212698,0.152740306623507,34.3974695950487,0.00323719810716044,164.615614498491,0.289856744232889,41.6719412213443,3292.31228996982,0.0136795575648246,0.0231885395386311,0.266668204694258,0.0465248362627255,191.097053305826,0.0167489410545812,0.0297758952081443,0.00232624181313628,0.0969247644205095,107.91644632336,0.254488764145864,76.650495785622,184.566942108982,0.271435714142076,73.4579882594428,2.75192384802983,2.81918621375851,648.992767231385,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0150919595372217,95.1628943211564,765.359610430142,0.00318019967636855,5.210085791201e-05
288,0.789041095890411,6.95306587892838,6.54023744750356,0.297248776516095,1141.58696264933,1141.58696264933,0.152967449336424,34.4475659403709,0.00324139688076441,164.778612623478,0.290200250962774,41.7279662446816,3295.57225246956,0.013693102709011,0.0232160200770219,0.266984230885752,0.0465851808100662,191.375366335394,0.0167706650916238,0.0298145157184424,0.00232925904050331,0.097091059540382,108.118804430075,0.254836185511629,76.7673526350985,184.886157065174,0.271477453628962,73.5861580975712,2.75628675342404,2.82376056362571,650.01131490651,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0151069032053205,95.2863243478418,766.352312026843,0.00318067229309178,5.21009353345873e-05
289,0.791780821917808,6.96338870487264,6.55013289668599,0.297239792236447,1143.38649146245,1143.38649146245,0.153194551507198,34.4976455501357,0.00324559334105732,164.941500856491,0.290543460908158,41.7839566168566,3298.83001712983,0.0137066387211744,0.0232434768726526,0.267299984035505,0.0466454921106255,191.653586389643,0.0167923771598252,0.0298531149508003,0.00233227460553127,0.0972573869662477,108.321237519488,0.255183457567847,76.8841836585101,185.205421177998,0.271517962874588,73.7143944300821,2.76065126880731,2.82833386745121,651.02913284787,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0151218367985231,95.40968637085,767.344466695371,0.00318114419443575,5.21010126286109e-05
290,0.794520547945205,6.97370968843747,6.56002723418562,0.297230995488968,1145.18528373064,1145.18528373064,0.153421613145624,34.5477085665179,0.00324978749016841,165.104279407511,0.290886374328724,41.8399125164142,3302.08558815021,0.0137201656187641,0.0232709099462979,0.267615464382426,0.0467057701950045,191.931714258433,0.0168140772702016,0.0298916929248029,0.00233528850975023,0.0974237466522206,108.523745945053,0.255530580398215,77.0009891493139,185.524735094367,0.271557243657043,73.8426975189451,2.76501739315435,2.83290612580006,652.046224342481,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0151367603360806,95.5329804527732,768.336074939133,0.00318161538253425,5.21010897944852e-05
291,0.797260273972603,6.98402883006825,6.56992046161915,0.297222382359232,1146.98334452333,1146.98334452333,0.153648634261501,34.5977551287941,0.00325397933022498,165.266948485773,0.291228991484036,41.8958341183336,3305.33896971546,0.0137336834191678,0.0232983193187229,0.267930672165313,0.0467660150937767,192.209750715523,0.0168357654337596,0.0299302496600171,0.00233830075468884,0.097590138552434,108.726330051816,0.255877554086392,77.1177693946082,185.844099446424,0.271595297724774,73.9710676202579,2.76938512544165,2.83747733923609,653.062592622791,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0151516738371757,95.6562066561471,769.327137261079,0.00318208585951138,5.21011668326127e-05
292,0.8,6.99434613021057,6.5798125805747,0.297213949014517,1148.78067881685,1148.78067881685,0.153875614864633,34.6477853733991,0.00325816886335247,165.429508299779,0.291571312633537,41.951721594097,3308.59016599558,0.0137471921397116,0.023325705010683,0.268245607622854,0.0468262268374888,192.487696518884,0.016857441661496,0.0299687851759928,0.00234131134187444,0.0977565626210416,108.928990176573,0.256224378715999,77.2345246752545,186.163514851828,0.271632126797175,74.099504984359,2.77375446464762,2.84204750832184,654.078240867683,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0151665773209237,95.7793650434526,770.31765416372,0.00318255562748163,5.21012437433941e-05
293,0.802739726027397,7.00466158931002,6.58970359261224,0.297205691702106,1150.5772914962,1150.5772914962,0.15410255496482,34.6977994339791,0.0032623560916744,165.591959057292,0.291913338036545,42.0075751117571,3311.83918114585,0.013760691797661,0.0233530670429236,0.268560270993621,0.0468864054566599,192.765552410995,0.0168791059643976,0.0300072994922623,0.002344320272833,0.0979230188122157,109.131726648021,0.256571054370614,77.3512552659954,186.482981914016,0.271667732565159,74.2280098559354,2.7781254097524,2.84661663361865,655.093172203496,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0151814708063725,95.902455677114,771.307626149111,0.00318302468854993,5.21013205272281e-05
294,0.805479452054795,7.01497520781241,6.59959349926435,0.297197606747609,1152.37318735669,1152.37318735669,0.154329454571873,34.7477974414465,0.00326654101731243,165.754300965348,0.292255067952263,42.0633948360043,3315.08601930697,0.0137741824102205,0.023380405436181,0.268874662516082,0.0469465509817825,193.043319119147,0.0169007583534417,0.0300457926283408,0.00234732754908913,0.0980895070801496,109.33453978691,0.256917581133781,77.4679614355728,186.802501222483,0.271702116691726,74.3565824741309,2.782497959738,2.85118471568665,656.107389704925,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0151963543125031,96.0254786195014,772.297053718872,0.0031834930448117,5.21013971845115e-05
295,0.808219178082192,7.02528698616362,6.60948230203658,0.297189690553338,1154.16837110567,1154.16837110567,0.1545563136956,34.7977795240312,0.00327072364238631,165.916534230255,0.292596502639769,42.119180928231,3318.33068460509,0.0137876639945342,0.0234077202111815,0.269188782428588,0.0470066634433215,193.320997355729,0.0169223988395957,0.0300842646037258,0.00235033317216608,0.098256027379055,109.537429906186,0.257263959088999,77.5846434468409,187.122073353027,0.271735280812511,74.4852230726507,2.7868721135882,2.85575175508472,657.120896396033,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0152112278582298,96.1484339329283,773.285937374167,0.00318396069835294,5.21014737156394e-05
296,0.810958904109589,7.03559692480971,6.61937000240816,0.297181939596699,1155.9628473641,1155.9628473641,0.154783132345814,34.8477458073323,0.00327490396901394,166.078659057596,0.292937642358021,42.1749335465965,3321.57318115193,0.0138011365676863,0.0234350113886417,0.269502630969379,0.0470667428717151,193.598587818513,0.0169440274338174,0.0301227154378977,0.00235333714358575,0.0984225796631647,109.740397311139,0.257610188319734,77.70130155688,187.441698868019,0.271767226536332,74.613931879865,2.79124787028861,2.86031775237058,658.133695251106,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0152260914624004,96.2713216796537,774.274277615722,0.00318442765125023,5.21015501210049e-05
297,0.813698630136986,7.04590502419681,6.62925660183239,0.297174350428626,1157.75662066819,1157.75662066819,0.15500991053233,34.8976964143688,0.0032790819993113,166.240675652239,0.293278487365858,42.2306528460889,3324.81351304479,0.0138146001467011,0.0234622789892686,0.269816208376589,0.0471267892973742,193.876091190938,0.0169656441470547,0.0301611451503195,0.00235633946486871,0.0985891638867303,109.943442299542,0.257956268909408,77.8179360171062,187.761378316648,0.271797955445717,74.7427091189098,2.7956252288266,2.8648827081007,659.145789195605,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0152409451437973,96.3941419218808,775.262074943812,0.00318489390557086,5.21016264009995e-05
298,0.816438356164384,7.05621128477121,6.63914210173726,0.297166919672046,1159.54969547099,1159.54969547099,0.155236648264967,34.9476314656291,0.00328325773539251,166.402584218334,0.293619037921995,42.2863389785874,3328.05168436668,0.0138280547485435,0.0234895230337596,0.270129514888235,0.0471868027506828,194.153508142384,0.0169872489902458,0.030199553760437,0.00235934013753414,0.0987557800040233,110.146565161791,0.258302200941405,77.9345470733795,188.081112235171,0.271827469097425,74.8715550077865,2.80000418819134,2.86944662283039,660.157181107062,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0152557889211369,96.5168947217575,776.249329858273,0.00318535946337282,5.21017025560126e-05
299,0.819178082191781,7.06651570697932,6.64902650352592,0.297159644020377,1161.3420761439,1161.3420761439,0.155463345553545,34.9975510791185,0.00328743117936982,166.564384959319,0.293959294285029,42.3419920929223,3331.28769918637,0.0138415003901194,0.0235167435428023,0.270442550742227,0.047246783261998,194.430839328436,0.0170088419743193,0.0302379412876787,0.0023623391630999,0.0989224279693351,110.349766181041,0.258647984499072,78.0511349661107,188.400901147152,0.271855769022959,75.0004697594598,2.80438474737377,2.87400949711376,661.16787381593,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0152706228130704,96.6395801413769,777.236042858494,0.00318582432670488,5.21017785864319e-05
300,0.821917808219178,7.07681829126766,6.65890980857715,0.29715252023606,1163.13376697823,1163.13376697823,0.155690002407889,35.0474553704086,0.00329160233335358,166.726078077923,0.294299256713437,42.3976123349343,3334.52156155847,0.0138549370882754,0.023543940537075,0.270755316176362,0.0473067308616496,194.708085391159,0.0170304231101939,0.0302763077514557,0.00236533654308248,0.0990891077369767,110.553045633342,0.258993619665715,78.1676999303654,188.720745563707,0.271882856729067,75.1294535819524,2.80876690536659,2.87857133150371,662.177870106477,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.015285446838184,96.7621982427762,778.222214443418,0.00318628849760667,5.21018544926435e-05
301,0.824657534246575,7.08711903808292,6.66879201824596,0.29714554514911,1164.92477218665,1164.92477218665,0.155916618837824,35.0973444526828,0.00329577119945229,166.887663776175,0.294638925465573,42.4531998475331,3337.75327552349,0.0138683648598001,0.0235711140372458,0.271067811428327,0.047366645579941,194.985246959349,0.0170519924087788,0.0303146531711622,0.00236833227899705,0.0992558192612793,110.756403787767,0.259339106524603,78.2842421959661,189.040645983733,0.271908733698231,75.2585066784404,2.81315066116429,2.88313212655204,663.187172717594,0.016,0.696,0.978,0.01,0.01,0.061,2.2,0.04,1.05,0.1,0.12,0.05,0.0153002610149997,96.8847490879388,779.207845111554,0.0031867519781087,5.21019302750314e-05
