"MW","fup","PF","PG","PK","PL","PSk","PR","KpAd","KpBr","KpGu","KpHe","KpKi","KpLi","KpLu","KpMu","KpSk","KpSp","KpGo","KpBo","fBAc_dust","fBAc_cosm","AbsPFOA","Papp","kAbl","kAap","CL_OAT1","CL_OAT3","CL_OAT4","PTCPGK","InVivo_OAT1","InVitro_OAT1","InVivo_OAT3","InVitro_OAT3","InVivo_OAT4","InVitro_OAT4","REF_OAT1","REF_OAT3","REF_OAT4","CLurinec","VmaxOAT4c","KmOAT4c","CLbiliaryc","CLfaecesc"
414.07,0.00061,65.5737704918033,81.9672131147541,1721.31147540984,3606.55737704918,163.934426229508,196.72131147541,179.74627730882,187.14747201014,62.7762044685139,53.072278683032,158.313456730377,133.533891267134,84.397292193915,57.4047412579628,217.193704337888,70.4238351658404,58.2332900483045,16.6650460773108,0.696,0.978,0.016,0.00382,0.01,0.01,27360,24480,138240,9.94e+10,5.3,26.6,3.5,7.3,0.52,16.95,0.199248120300752,0.479452054794521,1,4.4e-05,2683.1736,19461.29,0.00262,5.2e-05
