"BW.infant_M","BW.toddler_M","BW.child_M","BW.teenager_M","BW.adult_M","BW.elderly_M","BW.veryelderly_M","BW.infant_F","BW.toddler_F","BW.child_F","BW.teenager_F","BW.adult_F","BW.elderly_F","BW.veryelderly_F"
4.05701181971732,7.79373867269973,18.0260349566004,49.3335319919301,72.5398815244791,83.18037996,79.68153656,3.91252983396092,7.74256543151714,17.9264396898907,51.9448834941289,62.87527218,74.1753348,70.3241947
