"","tSI.fup.CP","tSI.PL.CP","tSI.PA.CP","tSI.PK.CP","tSI.PSk.CP","tSI.PR.CP","tSI.PG.CP","tSI.VSk.CP","tSI.VK.CP","tSI.VFil.CP","tSI.VG.CP","tSI.VL.CP","tSI.VA.CP","tSI.VR.CP","tSI.VP.CP","tSI.QSk.CP","tSI.QK.CP","tSI.QG.CP","tSI.QL.CP","tSI.QA.CP","tSI.QR.CP","tSI.QUr.CP","tSI.GFR.CP","tSI.CL_FiltPT.CP","tSI.CLbiliary.CP","tSI.CLfecal.CP","Times","Year"
"10.01",0.00038455380667568,0.169633941584122,0.0262988220593989,0.00694601124385752,0.00137363629980092,0.40154352276444,0.00068000385135214,0.00134589813109953,0.00256252012339697,0.00166726755840585,0.000955563631417466,0.150424117688031,0.00634082605750119,0.153552447090421,0.106956886470275,0.00078064514527254,0.00512999926703361,0.00195520636529611,0.00169287283812747,0.00338198440056015,0.00485639646946756,0.000751094666125218,0.00137899767800764,0.00115286662883818,0.00202562529503036,0.0102014351421359,10.01,0.00114269406392694
"11.01",0.000399234691311756,0.169541733200071,0.026440915403376,0.00739793382825327,0.00136644718388479,0.401404786991592,0.000678166102905609,0.00134542038567809,0.00255605682678095,0.00168498714783361,0.000957400377321505,0.150570933744234,0.00633085875907546,0.153570956197388,0.107303736736479,0.00078384230569406,0.00510952811969478,0.0019497624901712,0.00170073009771232,0.00336327138894332,0.0048839852423519,0.000777920353132289,0.00144725694214232,0.0011854772958998,0.00202000817896142,0.0102814671409854,11.01,0.00125684931506849
"12.01",0.000415152291659449,0.169448856602154,0.0265824357067042,0.00786629080571621,0.00135943300591035,0.401255759696315,0.000676437808775576,0.00134500840146934,0.00254975242902455,0.0017029368731124,0.000959398357215036,0.150716263097789,0.00632082041243953,0.153585525667215,0.107652448850445,0.000787196445860117,0.00508924024127477,0.00194450918346678,0.00170870642477383,0.00334512629847683,0.00491120177515569,0.000807044316562311,0.00152190038984223,0.00122130795574316,0.00201452982350336,0.0103636112984109,12.01,0.00137100456621005
"13.01",0.000432307251748032,0.16935496703155,0.0267233553444086,0.0083511559377597,0.00135258858013054,0.401096486413747,0.000674819184088959,0.00134466315728621,0.00254360611723348,0.0017211199498548,0.000961558811176766,0.150859801997245,0.00631072812744982,0.153596494057875,0.108003072956508,0.000790707354439202,0.00506914517934121,0.0019394470013816,0.00171680221321957,0.0033275324885369,0.00493802972331814,0.000838475523212145,0.00160295973403579,0.00126035193661311,0.00200918940584827,0.0104479151070128,13.01,0.0014851598173516
"14.01",0.000450700075177113,0.169259810172896,0.0268636382068389,0.00885258184274018,0.00134590980102278,0.400926992663741,0.000673310324162513,0.00134438546270799,0.00253761721365764,0.00173953842506192,0.000963883018199718,0.151001317387143,0.00630059461640553,0.153604106314791,0.108355649130381,0.000794374591333913,0.00504925202964768,0.00193457643406403,0.00172501779260414,0.00331047654175487,0.00496445290118053,0.000872222789896737,0.00169046628897551,0.00130260266639937,0.00200398639191679,0.0105344282303976,14.01,0.00159931506849315
"15.01",0.000470331126321666,0.169163193971378,0.027003242040619,0.00937060508839815,0.0013393933040472,0.400747290536081,0.000671911241394652,0.00134417601062098,0.00253178513168584,0.00175819350686635,0.000966372283126904,0.151140624847937,0.00629042956687909,0.153608542771937,0.108710210532266,0.000798197560606062,0.0050295694534751,0.00192989793935283,0.00173335344053016,0.00329394726206722,0.00499045538783949,0.000908294787525188,0.0017844509108722,0.0013480535357262,0.0019989204412878,0.0106232022143969,15.01,0.0017134703196347
"16.01",0.000491200631207445,0.169064970390599,0.0271421199625255,0.0099052494806412,0.00133303624637737,0.400557383347994,0.000670621888849143,0.00134403541120753,0.00252610934729991,0.00177708577761659,0.000969027928067634,0.151277574319235,0.0062802405301049,0.153609938239776,0.109066785446738,0.00080217554126516,0.00501010568907956,0.00192541183611106,0.00174180939109314,0.00327793502632012,0.00501602160769976,0.000946700043423343,0.00188494396038252,0.00139669781064555,0.0019939913452669,0.0107142903040041,16.01,0.00182762557077626
"17.01",0.00051330867826449,0.168965023246555,0.0272802215130676,0.0104565282489384,0.00132683616078433,0.400357268141068,0.000669442176218671,0.00134396421464023,0.00252058937995414,0.0017962153355735,0.000971851286547198,0.151412040579471,0.00627003351354083,0.15360839521899,0.109425398641616,0.000806307747268087,0.00499086855523145,0.00192111854102528,0.00175038584086962,0.00326243135214488,0.00504113639480175,0.000987446942408932,0.00199197526433614,0.0014485285755319,0.00198919898605654,0.0108077473269923,17.01,0.00194178082191781
"18.01",0.000536655218561832,0.168863259881793,0.0274174933234209,0.0110244455375935,0.00132079085571268,0.400146938188227,0.000668371980558358,0.00134396292655425,0.00251522477966126,0.00181558189129638,0.000974843699384165,0.151543916738661,0.00625981338636028,0.153603990961029,0.109786072299111,0.000810593290289541,0.00497186545620854,0.00191701827415358,0.00175908295281235,0.00324742860301175,0.00506578504673494,0.00103054372734046,0.00210557410653645,0.00150353869453834,0.00198454330763531,0.0109036296192324,18.01,0.00205593607305936
"19.01",0.000561240066863311,0.168759605336716,0.0275538797426296,0.0116089974433696,0.00131489834478704,0.399926383857304,0.000667411154029685,0.00134403201903865,0.00251001511793858,0.00183518483646883,0.000978006511808238,0.151673109673292,0.00624958416370347,0.153596786179303,0.11014882666601,0.000815031256783505,0.00495310337676214,0.00191311134300876,0.00176790085922662,0.00323291978160145,0.00508995336969498,0.00107599849837448,0.00222576918774964,0.00156172078630312,0.00198002429875099,0.0110019949753661,19.01,0.00217009132420091
"20.01",0.000587062900029633,0.168653998186265,0.0276893229850421,0.0122101727575774,0.00130915679871679,0.399695593909841,0.000666559529230115,0.00134417193795455,0.00250495998142919,0.00185502328952147,0.000981341071243591,0.151799536805135,0.00623934920919045,0.153586826800463,0.110513680519523,0.000819620694594403,0.00493458890373899,0.00190939792102118,0.00177683966326025,0.00321889838210199,0.00511362771888679,0.00112381921345783,0.00235258864061172,0.00162306720416461,0.00197564197115774,0.0111029026157344,20.01,0.00228424657534247
"21.01",0.000614123262558386,0.168546387510976,0.0278237639382712,0.0128279534875246,0.00130356450489777,0.399454556280156,0.000665816923298812,0.00134438310953655,0.00250005896715821,0.00187509613693926,0.000984848725528509,0.151923123659073,0.00622911138309878,0.153574148463378,0.110880651498608,0.000824360600362728,0.00491632817313015,0.0019058782064223,0.00178589944199192,0.00320535828294333,0.00513679503073883,0.00117401368352321,0.00248605994971474,0.0016875700292226,0.00197139637115928,0.0112064131658693,21.01,0.00239840182648402
"22.01",0.000642420551501321,0.168436730660761,0.0279571414040417,0.013462315282541,0.00129811985269057,0.399203258537546,0.000665183140645786,0.00134466594218852,0.00249531167907735,0.00189540204198357,0.000988530821781297,0.152043802341517,0.00621887314987224,0.153558778722593,0.111249756365223,0.000829249954760747,0.00489832702532444,0.00190255238991321,0.00179508024331554,0.00319229366779716,0.00515944285879599,0.00122658958182931,0.00262621001677199,0.0017552210464058,0.00196728751029429,0.0113125886410455,22.01,0.00251255707762557
"23.01",0.000671954052076429,0.168324991570154,0.028089393735633,0.0141132276537486,0.00129282128695141,0.398941688294646,0.000664657975384286,0.00134502083429799,0.0024907177254494,0.00191593949991931,0.000992388704612934,0.152161509737727,0.0062086366621753,0.153540738558769,0.111621011161304,0.000834287699819414,0.00488059065457247,0.00189942055952563,0.00180438209566891,0.00317969896642489,0.0051815593964617,0.00128155441738287,0.00277306509328956,0.00182601177404351,0.00196331550119311,0.0114214924433745,23.01,0.00262671232876712
"24.01",0.000702722882835349,0.168211139492623,0.0282204575218681,0.0147806543074135,0.00128766733233376,0.398669833500919,0.000664241213149452,0.00134544817045745,0.00248627671693435,0.001936706801142,0.000996423716190353,0.152276187276762,0.00619840382191572,0.153520043850718,0.111994431394692,0.000839472767982352,0.00486312415026413,0.00189648285477617,0.00181380499566319,0.00316756880972768,0.0052031334801067,0.00133891557312282,0.00292665079503773,0.00189993340646843,0.00195948033858651,0.011533189345899,24.01,0.00274086757990868
