"","tSI.fup.CP","tSI.PL.CP","tSI.PA.CP","tSI.PK.CP","tSI.PSk.CP","tSI.PR.CP","tSI.PG.CP","tSI.VSk.CP","tSI.VK.CP","tSI.VFil.CP","tSI.VG.CP","tSI.VL.CP","tSI.VA.CP","tSI.VR.CP","tSI.VP.CP","tSI.QSk.CP","tSI.QK.CP","tSI.QG.CP","tSI.QL.CP","tSI.QA.CP","tSI.QR.CP","tSI.QUr.CP","tSI.GFR.CP","tSI.CL_FiltPT.CP","tSI.CLbiliary.CP","tSI.CLfecal.CP","Times","Year"
"0.01",0.000489724656298226,0.421061167791869,0.0234021903608267,0.00379652754408015,0.00502169690352398,0.258825186014052,0.000681214391507294,0.00279984643961935,0.00355484336804501,0.00114002005828514,0.00101463738829003,0.270653136106077,0.00697779826719191,0.108073588838618,0.102116123353634,0.0042411469874332,0.00235152411517148,0.0205761164745131,0.00628556265082588,0.00367931528474123,0.00354004361364539,0.00340142369114449,0.00117136762310244,0.00633762213380884,0.00326183996990796,0.00445299911161815,0.01,1.14155251141553e-06
"1.01",0.00112631319958016,0.343900510544243,0.0387793948528805,0.0038570939797824,0.00475535525148596,0.283160390146825,0.000806741489144835,0.00314159805347184,0.00357996348641424,0.00113068150239367,0.000970169035562833,0.206605129322319,0.014704145339088,0.153461379414,0.122975148002744,0.0045741750140967,0.00295403027022697,0.00413646542362197,0.00300046280642389,0.0019586648075313,0.00300683125366134,0.00226532419133522,0.00112418081616702,0.00868839847973653,0.00315862940724746,0.00471007721203868,1.01,0.000115296803652968
"2.01",0.00112482928271559,0.34390373298877,0.0387920827525305,0.00390382618385787,0.00475286976514733,0.283042237383273,0.000806407214500019,0.00314183451236612,0.00357792858767751,0.00113087675300213,0.000969095099689454,0.206651460434012,0.0146989259764874,0.153481917115049,0.122992884586107,0.004575333981319,0.00295056543223016,0.004136042190008,0.00300099715396862,0.00195668858313069,0.00300879279394702,0.00226358143340192,0.00112471789654541,0.00869116058987781,0.00315706027047125,0.00471678632103978,2.01,0.000229452054794521
"3.01",0.00112426898306528,0.3439062045447,0.0388046937990569,0.00395102063838341,0.00475037751663602,0.282923883398057,0.000806073839527096,0.00314206555441402,0.00357589471640648,0.0011310709134349,0.000968022204828981,0.2066974848591,0.014693698216725,0.153502206587389,0.123010451061193,0.00457648230433453,0.00294707701471083,0.00413560440264712,0.00300152756918008,0.00195471342907087,0.0030107398952649,0.00226225115738447,0.00112552947901775,0.00869462482528963,0.00315548458324007,0.00472352044469704,3.01,0.000343607305936073
"4.01",0.00112462832151368,0.343907924087267,0.0388172277959957,0.00399867797536402,0.00474787848069913,0.282805329331963,0.000805741366145085,0.00314229115357971,0.00357386188430224,0.00113126398693097,0.000966950347859467,0.206743201830484,0.0146884619904757,0.153522247026348,0.123027847285144,0.00457761995081696,0.00294356520203169,0.00413515201509029,0.00300205400705855,0.00195273933765838,0.00301267243781866,0.00226133286319615,0.0011266157783217,0.00869879229911256,0.00315390237660721,0.00473027968704098,4.01,0.000457762557077626
"5.01",0.00112590327806494,0.343908890481942,0.0388296844667275,0.00404679882367557,0.0047453726516572,0.282686576151523,0.000805409794972382,0.00314251129843934,0.00357183009430136,0.00113145596867851,0.000965879528532628,0.206788610281484,0.0146832173340052,0.153542037590997,0.123045073079681,0.00457874689981767,0.00294003014600649,0.00413468498215967,0.00300257644938251,0.00195076631018147,0.0030145903022741,0.0022608260475665,0.00112797698549301,0.00870366408946462,0.00315231365914455,0.00473706414079208,5.01,0.000571917808219178
"6.01",0.00112808980437529,0.343909102599611,0.0388420635362392,0.00409538380994956,0.00474286002789422,0.282567624811589,0.000805079127307651,0.00314272597798334,0.00356979934877118,0.00113164685444693,0.000964809749162576,0.206833709179817,0.0146779642547233,0.153561577438989,0.123062128286537,0.00457986312355988,0.0029364720281065,0.00413420325868737,0.00300309487653446,0.00194879434701863,0.00301649336901707,0.00226073020690739,0.00112961329860239,0.00870924124541639,0.00315071843313489,0.00474387389985594,6.01,0.000686073059360731
"7.01",0.00113118382576756,0.343908559325068,0.0388543647293909,0.00414443355569794,0.0047403406074639,0.28244847626397,0.000804749364442673,0.00314293518093726,0.0035677696500257,0.00113183663988536,0.000963741012848314,0.206878497492727,0.0146727027609027,0.153580865727382,0.123079012742868,0.00458096859660491,0.0029328910256717,0.00413370679861413,0.00300360926888388,0.00194682344836476,0.00301838151824204,0.00226104483570877,0.00113152491371341,0.00871552478645262,0.00314911670656526,0.00475070905891025,7.01,0.000800228310502283
"8.01",0.0011351812407846,0.343907259553765,0.0388665877715813,0.00419394867864313,0.0047378143879558,0.282329131459902,0.000804420507663495,0.00314313889612409,0.003565741000314,0.00113202532067143,0.000962673322187135,0.206922974188925,0.0146674328607987,0.153599901615772,0.123095726287866,0.00458206329367313,0.00292928731861268,0.00413319555634643,0.00300411960709113,0.00194485361461035,0.00302025463110271,0.00226176942654803,0.00113371202495453,0.00872251569996481,0.00314750848669524,0.00475756971291967,8.01,0.000914383561643836
"9.01",0.00114007792181588,0.343905202191196,0.0388787323886374,0.00424392979261989,0.00473528136697302,0.282209591346356,0.00080409255827063,0.00314333711243597,0.00356371340187622,0.00113221289244059,0.000961606679659536,0.206967138238501,0.0146621545628553,0.153618684266204,0.123112268763264,0.00458314718973544,0.00292566108837126,0.00413266948711873,0.00300462587172786,0.00194288484612837,0.00302211258875832,0.00226290346977772,0.00113617482482102,0.00873021494139222,0.00314589378059538,0.00476445595715073,9.01,0.00102853881278539
