"BW","QC","Hct","VSkc","VIc","VILc","SA_SI","VLc","VL_icc","VL_ecc","VKc","VPTc","VPTTc","VPTLc","VRKLc","VAc","MAc","VPc","QSkc","QIc","QLc","QKc","QAc","QUrc","GFRc","QT","tco","R_PTL","R_L_ic","fup","pKa","PSkc","PIc","PLc","PKc","PAc","PRc","Papp_SI","Vmax_OATP1B1c","Km_OATP1B1c","Vmax_OATP1B3c","Km_OATP1B3c","SF_OATP1B1","SF_OATP1B3","VmaxBSEPc","KmBSEPc","SF_BSEP","Vmax_OAT4c","Km_OAT4c","SF_OAT","EXP_STOP","COral"
61.3,5054,0.3826,0.0497,0.01428,1.46828,66800,0.0272,0.63,0.4012,0.00462,0.358,0.592,0.443,0.2998,0.272,10.058,0.08066,0.0468,0.1524,0.0637,0.2,0.06558,0.02068,0.1986,104.64,3.564,2880,10.76,0.0008366,1,221.4,69.1,125.4,148.4,162,57.24,7.162e-06,2.202e-06,12.3,2.858e-06,140.996,1,55000.8,8.426,28.6,1,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.3826,0.0497,0.01428,1.46828,66800,0.0272,0.63,0.4012,0.00462,0.358,0.592,0.443,0.2998,0.272,10.058,0.08066,0.0468,0.1524,0.0637,0.2,0.0579,0.02068,0.1986,104.64,3.564,2880,10.76,0.0008366,1,221.4,69.1,125.4,148.4,162,57.24,7.162e-06,2.202e-06,12.3,2.858e-06,140.996,1,55000.8,8.426,28.6,1,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.3826,0.0497,0.01428,1.46828,66800,0.0272,0.63,0.4012,0.00462,0.358,0.592,0.443,0.2998,0.272,10.058,0.08066,0.0468,0.1524,0.0637,0.2,0.0579,0.02068,0.1986,104.64,3.564,2880,12.44,0.0008366,1,221.4,69.1,125.4,148.4,162,57.24,7.162e-06,2.202e-06,12.3,2.858e-06,140.996,1,55000.8,8.426,28.6,1,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.3826,0.0497,0.01428,1.46828,66800,0.0272,0.63,0.4012,0.00462,0.358,0.592,0.443,0.2998,0.272,11.3,0.08066,0.0468,0.1524,0.0637,0.2,0.0579,0.02068,0.1986,104.64,3.564,2880,12.44,0.0008366,1,221.4,69.1,125.4,148.4,162,57.24,7.162e-06,2.202e-06,12.3,2.858e-06,140.996,1,55000.8,8.426,28.6,1,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.3826,0.0443,0.01428,1.46828,66800,0.0272,0.63,0.4012,0.00462,0.358,0.592,0.443,0.2998,0.272,11.3,0.08066,0.0468,0.1524,0.0637,0.2,0.0579,0.02068,0.1986,104.64,3.564,2880,12.44,0.0008366,1,221.4,69.1,125.4,148.4,162,57.24,7.162e-06,2.202e-06,12.3,2.858e-06,140.996,1,55000.8,8.426,28.6,1,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.4714,0.0443,0.01428,1.46828,66800,0.0272,0.63,0.4012,0.00462,0.358,0.592,0.443,0.2998,0.272,11.3,0.08066,0.0468,0.1524,0.0637,0.2,0.0579,0.02068,0.1986,104.64,3.564,2880,12.44,0.0008366,1,221.4,69.1,125.4,148.4,162,57.24,7.162e-06,2.202e-06,12.3,2.858e-06,140.996,1,55000.8,8.426,28.6,1,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.4714,0.0443,0.01428,1.46828,66800,0.0272,0.63,0.4012,0.00462,0.358,0.5278,0.443,0.2998,0.272,11.3,0.08066,0.0468,0.1524,0.0637,0.2,0.0579,0.02068,0.1986,104.64,3.564,2880,12.44,0.0008366,1,221.4,69.1,125.4,148.4,162,57.24,7.162e-06,2.202e-06,12.3,2.858e-06,140.996,1,55000.8,8.426,28.6,1,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.4714,0.0443,0.01428,1.46828,66800,0.0272,0.63,0.4012,0.00462,0.358,0.5278,0.443,0.2998,0.272,11.3,0.08066,0.0468,0.1524,0.0637,0.2,0.0579,0.02068,0.1986,104.64,3.564,2880,12.44,0.0008366,1,221.4,69.1,125.4,148.4,162,57.24,7.162e-06,2.202e-06,12.3,2.858e-06,140.996,1,55000.8,8.426,28.6,8.08,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.4714,0.0443,0.01428,1.46828,66800,0.0272,0.63,0.4012,0.00462,0.358,0.5278,0.443,0.2998,0.272,11.3,0.08066,0.0468,0.1524,0.0637,0.2,0.0579,0.02068,0.1986,104.64,3.564,2880,12.44,0.0008366,1,221.4,69.1,125.4,148.4,162,57.24,7.162e-06,2.202e-06,12.3,2.858e-06,41.984,1,55000.8,8.426,28.6,8.08,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.4714,0.0443,0.01428,1.46828,66800,0.0272,0.63,0.4012,0.00462,0.358,0.5278,0.443,0.2998,0.272,11.3,0.08066,0.0468,0.1524,0.0637,0.2,0.0579,0.02068,0.1986,58.56,3.564,2880,12.44,0.0008366,1,221.4,69.1,125.4,148.4,162,57.24,7.162e-06,2.202e-06,12.3,2.858e-06,41.984,1,55000.8,8.426,28.6,8.08,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.4714,0.0443,0.01428,1.46828,66800,0.0242,0.63,0.4012,0.00462,0.358,0.5278,0.443,0.2998,0.272,11.3,0.08066,0.0468,0.1524,0.0637,0.2,0.0579,0.02068,0.1986,58.56,3.564,2880,12.44,0.0008366,1,221.4,69.1,125.4,148.4,162,57.24,7.162e-06,2.202e-06,12.3,2.858e-06,41.984,1,55000.8,8.426,28.6,8.08,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.4714,0.0443,0.01428,1.46828,66800,0.0242,0.63,0.4012,0.00462,0.358,0.5278,0.443,0.2998,0.272,11.3,0.08066,0.0468,0.1524,0.0637,0.2,0.0579,0.02068,0.1986,58.56,3.156,2880,12.44,0.0008366,1,221.4,69.1,125.4,148.4,162,57.24,7.162e-06,2.202e-06,12.3,2.858e-06,41.984,1,55000.8,8.426,28.6,8.08,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.4714,0.0443,0.0126,1.46828,66800,0.0242,0.63,0.4012,0.00462,0.358,0.5278,0.443,0.2998,0.272,11.3,0.08066,0.0468,0.1524,0.0637,0.2,0.0579,0.02068,0.1986,58.56,3.156,2880,12.44,0.0008366,1,221.4,69.1,125.4,148.4,162,57.24,7.162e-06,2.202e-06,12.3,2.858e-06,41.984,1,55000.8,8.426,28.6,8.08,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.4714,0.0443,0.0126,1.46828,66800,0.0242,0.63,0.4012,0.00462,0.358,0.5278,0.443,0.2998,0.272,11.3,0.08066,0.0468,0.1524,0.0637,0.176,0.0579,0.02068,0.1986,58.56,3.156,2880,12.44,0.0008366,1,221.4,69.1,125.4,148.4,162,57.24,7.162e-06,2.202e-06,12.3,2.858e-06,41.984,1,55000.8,8.426,28.6,8.08,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.4714,0.0443,0.0126,1.46828,66800,0.0242,0.63,0.4012,0.00462,0.358,0.5278,0.443,0.2998,0.272,11.3,0.08066,0.0468,0.1524,0.0637,0.176,0.0579,0.02068,0.1986,58.56,3.156,2880,12.44,0.0008366,1,221.4,69.1,141.6,148.4,162,57.24,7.162e-06,2.202e-06,12.3,2.858e-06,41.984,1,55000.8,8.426,28.6,8.08,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.4714,0.0443,0.0126,1.46828,66800,0.0242,0.63,0.4012,0.00462,0.358,0.5278,0.395,0.2998,0.272,11.3,0.08066,0.0468,0.1524,0.0637,0.176,0.0579,0.02068,0.1986,58.56,3.156,2880,12.44,0.0008366,1,221.4,69.1,141.6,148.4,162,57.24,7.162e-06,2.202e-06,12.3,2.858e-06,41.984,1,55000.8,8.426,28.6,8.08,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.4714,0.0443,0.0126,1.46828,66800,0.0242,0.63,0.4012,0.00462,0.358,0.5278,0.395,0.2998,0.272,11.3,0.08066,0.0468,0.1524,0.0637,0.176,0.0579,0.02068,0.1986,58.56,3.156,2880,12.44,0.002,1,221.4,69.1,141.6,148.4,162,57.24,7.162e-06,2.202e-06,12.3,2.858e-06,41.984,1,55000.8,8.426,28.6,8.08,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.4714,0.0443,0.0126,0.38312,66800,0.0242,0.63,0.4012,0.00462,0.358,0.5278,0.395,0.2998,0.272,11.3,0.08066,0.0468,0.1524,0.0637,0.176,0.0579,0.02068,0.1986,58.56,3.156,2880,12.44,0.002,1,221.4,69.1,141.6,148.4,162,57.24,7.162e-06,2.202e-06,12.3,2.858e-06,41.984,1,55000.8,8.426,28.6,8.08,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.4714,0.0443,0.0126,0.38312,66800,0.0242,0.63,0.4012,0.00462,0.358,0.5278,0.395,0.2998,0.272,11.3,0.08066,0.0468,0.1524,0.0637,0.176,0.0579,0.02068,0.1986,58.56,3.156,2880,12.44,0.002,1,221.4,69.1,141.6,148.4,162,57.24,7.162e-06,2.82e-06,12.3,2.858e-06,41.984,1,55000.8,8.426,28.6,8.08,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.4714,0.0443,0.0126,0.38312,66800,0.0242,0.63,0.4012,0.00462,0.358,0.5278,0.395,0.2998,0.272,11.3,0.08066,0.0468,0.1524,0.0637,0.176,0.0579,0.02068,0.1986,58.56,3.156,1152.6,12.44,0.002,1,221.4,69.1,141.6,148.4,162,57.24,7.162e-06,2.82e-06,12.3,2.858e-06,41.984,1,55000.8,8.426,28.6,8.08,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.4714,0.0443,0.0126,0.38312,66800,0.0242,0.63,0.4012,0.00462,0.358,0.5278,0.395,0.2998,0.272,11.3,0.08066,0.0468,0.1524,0.0637,0.176,0.0579,0.02068,0.1986,58.56,3.156,1152.6,12.44,0.002,1,221.4,69.1,141.6,167.6,162,57.24,7.162e-06,2.82e-06,12.3,2.858e-06,41.984,1,55000.8,8.426,28.6,8.08,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.4714,0.0443,0.0126,0.38312,66800,0.0242,0.63,0.4012,0.00462,0.358,0.5278,0.395,0.2998,0.272,11.3,0.08066,0.0468,0.1524,0.0637,0.176,0.0579,0.02068,0.1986,58.56,3.156,1152.6,12.44,0.002,1,221.4,69.1,141.6,167.6,162,57.24,7.162e-06,2.82e-06,60.72,2.858e-06,41.984,1,55000.8,8.426,28.6,8.08,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.4714,0.0443,0.0126,0.38312,66800,0.0242,0.63,0.4012,0.00462,0.358,0.5278,0.395,0.2998,0.272,11.3,0.08066,0.05304,0.1524,0.0637,0.176,0.0579,0.02068,0.1986,58.56,3.156,1152.6,12.44,0.002,1,221.4,69.1,141.6,167.6,162,57.24,7.162e-06,2.82e-06,60.72,2.858e-06,41.984,1,55000.8,8.426,28.6,8.08,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.4714,0.0443,0.0126,0.38312,66800,0.0242,0.63,0.4012,0.00462,0.358,0.5278,0.395,0.2998,0.2426,11.3,0.08066,0.05304,0.1524,0.0637,0.176,0.0579,0.02068,0.1986,58.56,3.156,1152.6,12.44,0.002,1,221.4,69.1,141.6,167.6,162,57.24,7.162e-06,2.82e-06,60.72,2.858e-06,41.984,1,55000.8,8.426,28.6,8.08,0.003978,52.2,105000,17140,0.046832
61.3,5054,0.4714,0.0443,0.0126,0.38312,66800,0.0242,0.63,0.4012,0.00462,0.358,0.5278,0.395,0.2998,0.2426,11.3,0.08066,0.05304,0.1524,0.0637,0.176,0.0579,0.02068,0.1986,58.56,3.156,1152.6,12.44,0.002,1,221.4,69.1,141.6,167.6,162,57.24,7.162e-06,2.82e-06,60.72,2.858e-06,41.984,1,55000.8,8.426,28.6,8.08,0.003978,21,105000,17140,0.046832
76.72,5054,0.4714,0.0443,0.0126,0.38312,66800,0.0242,0.63,0.4012,0.00462,0.358,0.5278,0.395,0.2998,0.2426,11.3,0.08066,0.05304,0.1524,0.0637,0.176,0.0579,0.02068,0.1986,58.56,3.156,1152.6,12.44,0.002,1,221.4,69.1,141.6,167.6,162,57.24,7.162e-06,2.82e-06,60.72,2.858e-06,41.984,1,55000.8,8.426,28.6,8.08,0.003978,21,105000,17140,0.046832
76.72,5054,0.4714,0.0443,0.0126,0.38312,66800,0.0242,0.63,0.4012,0.00462,0.358,0.5278,0.395,0.2998,0.2426,11.3,0.08066,0.05304,0.1524,0.0637,0.176,0.0579,0.02068,0.1986,58.56,3.156,1152.6,12.44,0.002,1,221.4,69.1,141.6,167.6,162,64.56,7.162e-06,2.82e-06,60.72,2.858e-06,41.984,1,55000.8,8.426,28.6,8.08,0.003978,21,105000,17140,0.046832
76.72,5054,0.4714,0.0443,0.0126,0.38312,66800,0.0242,0.63,0.4012,0.00462,0.358,0.5278,0.395,0.2998,0.2426,11.3,0.08066,0.05304,0.1524,0.0637,0.176,0.0579,0.02068,0.1986,58.56,3.156,1152.6,12.44,0.002,1,221.4,69.1,141.6,167.6,162,64.56,7.162e-06,2.82e-06,60.72,2.858e-06,41.984,1,220000.2,8.426,28.6,8.08,0.003978,21,105000,17140,0.046832
76.72,5054,0.4714,0.0443,0.0126,0.38312,66800,0.0242,0.63,0.4012,0.00462,0.358,0.5278,0.395,0.2998,0.2426,11.3,0.08066,0.05304,0.1524,0.0637,0.176,0.0579,0.02332,0.1986,58.56,3.156,1152.6,12.44,0.002,1,221.4,69.1,141.6,167.6,162,64.56,7.162e-06,2.82e-06,60.72,2.858e-06,41.984,1,220000.2,8.426,28.6,8.08,0.003978,21,105000,17140,0.046832
76.72,5054,0.4714,0.0443,0.0126,0.38312,66800,0.0242,0.63,0.4012,0.00462,0.358,0.5278,0.395,0.2998,0.2426,11.3,0.08066,0.05304,0.1524,0.0637,0.176,0.0579,0.02332,0.1986,58.56,3.156,1152.6,12.44,0.002,1,221.4,69.1,141.6,167.6,162,64.56,7.162e-06,2.82e-06,60.72,2.858e-06,41.984,1,220000.2,8.426,28.6,8.08,0.003978,21,105000,17140,0.183458
76.72,5054,0.4714,0.0443,0.0126,0.38312,66800,0.0242,0.63,0.4012,0.00462,0.358,0.5278,0.395,0.2998,0.2426,11.3,0.08066,0.05304,0.1524,0.0637,0.176,0.0579,0.02332,0.1986,58.56,3.156,1152.6,12.44,0.002,1,221.4,69.1,141.6,167.6,162,64.56,7.162e-06,2.82e-06,60.72,2.858e-06,41.984,1,220000.2,8.426,28.6,8.08,0.005022,21,105000,17140,0.183458
76.72,5054,0.4714,0.0443,0.0126,0.38312,66800,0.0242,0.63,0.4528,0.00462,0.358,0.5278,0.395,0.2998,0.2426,11.3,0.08066,0.05304,0.1524,0.0637,0.176,0.0579,0.02332,0.1986,58.56,3.156,1152.6,12.44,0.002,1,221.4,69.1,141.6,167.6,162,64.56,7.162e-06,2.82e-06,60.72,2.858e-06,41.984,1,220000.2,8.426,28.6,8.08,0.005022,21,105000,17140,0.183458
76.72,5054,0.4714,0.0443,0.0126,0.38312,66800,0.0242,0.63,0.4528,0.00462,0.358,0.5278,0.395,0.2998,0.2426,11.3,0.08066,0.05304,0.1524,0.0637,0.176,0.0579,0.02332,0.1986,58.56,3.156,1152.6,12.44,0.002,1,221.4,69.1,141.6,167.6,162,64.56,7.162e-06,2.82e-06,60.72,1.88e-06,41.984,1,220000.2,8.426,28.6,8.08,0.005022,21,105000,17140,0.183458
76.72,5054,0.4714,0.0443,0.0126,0.38312,66800,0.0242,0.63,0.4528,0.00462,0.358,0.5278,0.395,0.2998,0.2426,11.3,0.08066,0.05304,0.1524,0.0637,0.176,0.0579,0.02332,0.1986,58.56,3.156,1152.6,12.44,0.002,1,221.4,69.1,141.6,167.6,162,64.56,7.162e-06,2.82e-06,60.72,1.88e-06,41.984,1,220000.2,8.426,28.6,8.08,0.005022,21,105000,19360,0.183458
76.72,5054,0.4714,0.0443,0.0126,0.38312,54200,0.0242,0.63,0.4528,0.00462,0.358,0.5278,0.395,0.2998,0.2426,11.3,0.08066,0.05304,0.1524,0.0637,0.176,0.0579,0.02332,0.1986,58.56,3.156,1152.6,12.44,0.002,1,221.4,69.1,141.6,167.6,162,64.56,7.162e-06,2.82e-06,60.72,1.88e-06,41.984,1,220000.2,8.426,28.6,8.08,0.005022,21,105000,19360,0.183458
76.72,4692,0.353,0.0407,0.01316,0.0214,50000,0.0232,0.516,0.47,0.004284,0.39,0.485,0.443,0.311,0.2328,10.058,0.0685,0.04888,0.13,0.0663,0.192,0.06046,0.0242,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,203.8,64.06,147,174,176.4,57.24,7.162e-06,1.79e-06,60.72,1.88e-06,140.996,1,275000,8.426,21.7,10.44,0.003978,62.6,1,19360,0.137916
76.72,4692,0.353,0.0407,0.01316,0.0214,50000,0.0232,0.516,0.47,0.004284,0.39,0.485,0.443,0.311,0.2328,10.058,0.0685,0.04888,0.13,0.0663,0.192,0.06046,0.0242,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,203.8,64.06,147,174,176.4,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,140.996,1,275000,8.426,21.7,10.44,0.003978,62.6,1,19360,0.137916
76.72,4692,0.353,0.0407,0.01316,0.0214,50000,0.0232,0.516,0.47,0.004284,0.39,0.485,0.443,0.311,0.2328,10.058,0.0685,0.04888,0.13,0.0585,0.192,0.06046,0.0242,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,203.8,64.06,147,174,176.4,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,140.996,1,275000,8.426,21.7,10.44,0.003978,62.6,1,19360,0.137916
76.72,4692,0.353,0.0407,0.01316,0.0214,50000,0.0232,0.516,0.47,0.004284,0.39,0.485,0.443,0.311,0.2328,10.058,0.07762,0.04888,0.13,0.0585,0.192,0.06046,0.0242,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,203.8,64.06,147,174,176.4,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,140.996,1,275000,8.426,21.7,10.44,0.003978,62.6,1,19360,0.137916
76.72,4692,0.353,0.0407,0.01316,0.0214,50000,0.0232,0.516,0.47,0.004284,0.39,0.485,0.443,0.311,0.2328,10.058,0.07762,0.04888,0.13,0.0585,0.192,0.06046,0.0242,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,203.8,64.06,147,174,176.4,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,140.996,1,275000,8.426,21.7,3.36,0.003978,62.6,1,19360,0.137916
76.72,4692,0.353,0.0407,0.01316,0.0214,50000,0.0232,0.516,0.47,0.004284,0.39,0.485,0.443,0.311,0.2328,10.058,0.07762,0.04888,0.13,0.0585,0.216,0.06046,0.0242,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,203.8,64.06,147,174,176.4,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,140.996,1,275000,8.426,21.7,3.36,0.003978,62.6,1,19360,0.137916
76.72,4692,0.353,0.0461,0.01316,0.0214,50000,0.0232,0.516,0.47,0.004284,0.39,0.485,0.443,0.311,0.2328,10.058,0.07762,0.04888,0.13,0.0585,0.216,0.06046,0.0242,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,203.8,64.06,147,174,176.4,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,140.996,1,275000,8.426,21.7,3.36,0.003978,62.6,1,19360,0.137916
76.72,4692,0.353,0.0461,0.01316,0.0214,50000,0.0232,0.516,0.47,0.004284,0.39,0.485,0.443,0.311,0.2328,10.058,0.07762,0.04888,0.13,0.0585,0.216,0.06046,0.0242,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,203.8,64.06,147,174,176.4,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,41.984,1,275000,8.426,21.7,3.36,0.003978,62.6,1,19360,0.137916
76.72,4692,0.353,0.0461,0.01316,0.0214,50000,0.0232,0.516,0.47,0.004284,0.39,0.485,0.443,0.311,0.2328,10.058,0.07762,0.04888,0.13,0.0585,0.216,0.06046,0.0242,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,203.8,64.06,147,174,176.4,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,41.984,1,275000,8.426,21.7,3.36,0.003978,62.6,1,17140,0.137916
76.72,4692,0.353,0.0461,0.01316,0.0214,50000,0.0232,0.516,0.47,0.004284,0.39,0.485,0.443,0.311,0.2328,10.058,0.07762,0.04888,0.13,0.0585,0.216,0.06046,0.0242,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,203.8,56.5,147,174,176.4,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,41.984,1,275000,8.426,21.7,3.36,0.003978,62.6,1,17140,0.137916
76.72,4692,0.353,0.0461,0.01316,0.0214,50000,0.0232,0.516,0.47,0.004284,0.39,0.485,0.443,0.311,0.2328,10.058,0.07762,0.04888,0.13,0.0585,0.216,0.06814,0.0242,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,203.8,56.5,147,174,176.4,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,41.984,1,275000,8.426,21.7,3.36,0.003978,62.6,1,17140,0.137916
76.72,4692,0.353,0.0461,0.01316,0.0214,50000,0.0232,0.516,0.47,0.004284,0.39,0.485,0.443,0.311,0.2328,10.058,0.07762,0.04888,0.13,0.0585,0.216,0.06814,0.0242,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,203.8,56.5,147,174,176.4,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,41.984,1980000.4,275000,8.426,21.7,3.36,0.003978,62.6,1,17140,0.137916
76.72,4692,0.353,0.0461,0.01316,0.0214,50000,0.0232,0.516,0.47,0.00378,0.39,0.485,0.443,0.311,0.2328,10.058,0.07762,0.04888,0.13,0.0585,0.216,0.06814,0.0242,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,203.8,56.5,147,174,176.4,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,41.984,1980000.4,275000,8.426,21.7,3.36,0.003978,62.6,1,17140,0.137916
76.72,4692,0.353,0.0461,0.01316,0.0214,50000,0.0232,0.516,0.47,0.00378,0.438,0.485,0.443,0.311,0.2328,10.058,0.07762,0.04888,0.13,0.0585,0.216,0.06814,0.0242,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,203.8,56.5,147,174,176.4,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,41.984,1980000.4,275000,8.426,21.7,3.36,0.003978,62.6,1,17140,0.137916
76.72,4692,0.353,0.0461,0.01316,0.0214,50000,0.0232,0.516,0.47,0.00378,0.438,0.485,0.443,0.311,0.2328,10.058,0.07762,0.04888,0.13,0.0585,0.216,0.06814,0.0242,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,230.2,56.5,147,174,176.4,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,41.984,1980000.4,275000,8.426,21.7,3.36,0.003978,62.6,1,17140,0.137916
76.72,4692,0.353,0.0461,0.01316,0.0214,50000,0.0232,0.516,0.47,0.00378,0.438,0.485,0.443,0.311,0.2328,11.3,0.07762,0.04888,0.13,0.0585,0.216,0.06814,0.0242,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,230.2,56.5,147,174,176.4,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,41.984,1980000.4,275000,8.426,21.7,3.36,0.003978,62.6,1,17140,0.137916
76.72,4692,0.353,0.0461,0.01316,0.0214,50000,0.0232,0.516,0.47,0.00378,0.438,0.485,0.443,0.311,0.2328,11.3,0.07762,0.04888,0.13,0.0585,0.216,0.06814,0.0242,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,230.2,56.5,147,174,176.4,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,41.984,1980000.4,275000,8.426,21.7,3.36,0.003978,62.6,63000.4,17140,0.137916
76.72,4692,0.353,0.0461,0.01316,0.0214,50000,0.0232,0.516,0.47,0.00378,0.438,0.485,0.443,0.311,0.2328,11.3,0.07762,0.04888,0.13,0.0585,0.216,0.06814,0.02156,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,230.2,56.5,147,174,176.4,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,41.984,1980000.4,275000,8.426,21.7,3.36,0.003978,62.6,63000.4,17140,0.137916
76.72,4692,0.353,0.0461,0.01316,0.0214,50000,0.0232,0.516,0.47,0.00378,0.438,0.485,0.443,0.311,0.2328,11.3,0.07762,0.04888,0.13,0.0585,0.216,0.06814,0.02156,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,230.2,56.5,147,174,176.4,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,41.984,1980000.4,275000,8.426,21.7,3.36,0.003978,31.4,63000.4,17140,0.137916
76.72,4692,0.353,0.0461,0.01316,0.0214,62600,0.0232,0.516,0.47,0.00378,0.438,0.485,0.443,0.311,0.2328,11.3,0.07762,0.04888,0.13,0.0585,0.216,0.06814,0.02156,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,230.2,56.5,147,174,176.4,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,41.984,1980000.4,275000,8.426,21.7,3.36,0.003978,31.4,63000.4,17140,0.137916
76.72,4692,0.353,0.0461,0.01316,0.0214,62600,0.0232,0.516,0.47,0.00378,0.438,0.485,0.443,0.311,0.2328,11.3,0.07762,0.04888,0.13,0.0585,0.216,0.06814,0.02156,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,230.2,56.5,147,174,176.4,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,41.984,1980000.4,275000,8.426,21.7,3.36,0.005022,31.4,63000.4,17140,0.137916
76.72,4692,0.353,0.0461,0.01316,0.0214,62600,0.0232,0.516,0.47,0.00378,0.438,0.485,0.395,0.311,0.2328,11.3,0.07762,0.04888,0.13,0.0585,0.216,0.06814,0.02156,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,230.2,56.5,147,174,176.4,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,41.984,1980000.4,275000,8.426,21.7,3.36,0.005022,31.4,63000.4,17140,0.137916
76.72,4692,0.353,0.0461,0.01316,0.0214,62600,0.0232,0.516,0.47,0.00378,0.438,0.485,0.395,0.311,0.2328,11.3,0.07762,0.04888,0.13,0.0585,0.216,0.06814,0.02156,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,230.2,56.5,147,174,198,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,41.984,1980000.4,275000,8.426,21.7,3.36,0.005022,31.4,63000.4,17140,0.137916
76.72,4692,0.353,0.0461,0.01316,0.0214,62600,0.0232,0.516,0.47,0.00378,0.438,0.5492,0.395,0.311,0.2328,11.3,0.07762,0.04888,0.13,0.0585,0.216,0.06814,0.02156,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,230.2,56.5,147,174,198,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,41.984,1980000.4,275000,8.426,21.7,3.36,0.005022,31.4,63000.4,17140,0.137916
76.72,4692,0.353,0.0461,0.01316,0.0214,62600,0.0232,0.516,0.47,0.00378,0.438,0.5492,0.395,0.311,0.2328,11.3,0.07762,0.04888,0.13,0.0585,0.216,0.06814,0.02156,0.1862,120,3.7,1152.6,10.76,0.0016122,3.32,230.2,56.5,147,174,198,57.24,7.162e-06,1.79e-06,12.3,1.88e-06,41.984,1980000.4,275000,8.426,21.7,3.36,0.005022,31.4,63000.4,17140,0.00129
