"BW","QC","Hct","VSkc","VIc","VILc","SA_SI","VLc","VL_icc","VL_ecc","VKc","VPTc","VPTTc","VPTLc","VRKLc","VAc","MAc","VPc","QSkc","QIc","QLc","QKc","QAc","QUrc","GFRc","QT","tco","R_PTL","R_L_ic","fup","pKa","PSkc","PIc","PLc","PKc","PAc","PRc","Papp_SI","Vmax_OATP1B1c","Km_OATP1B1c","Vmax_OATP1B3c","Km_OATP1B3c","SF_OATP1B1","SF_OATP1B3","VmaxBSEPc","KmBSEPc","SF_BSEP","Vmax_OAT4c","Km_OAT4c","SF_OAT","EXP_STOP","COral"
66.44,5054,0.3826,0.0443,0.01372,1.46828,50000,0.0262,0.63,0.4356,0.00462,0.406,0.5064,0.411,0.2998,0.223,10.886,0.07762,0.04888,0.1524,0.0689,0.176,0.06302,0.0242,0.1614,43.2,3.02,1728.4,10.76,0.0004488,1,230.2,59.02,136.2,161.2,183.6,59.68,8.05e-06,1.79e-06,93,1.88e-06,140.996,1980000.4,1,5.774,28.6,12.8,0.005022,52.2,105000,17880,0.046832
66.44,5054,0.3826,0.0443,0.01372,1.46828,50000,0.0262,0.5616,0.4356,0.00462,0.406,0.5064,0.411,0.2998,0.223,10.886,0.07762,0.04888,0.1524,0.0689,0.176,0.06302,0.0242,0.1614,43.2,3.02,1728.4,10.76,0.0004488,1,230.2,59.02,136.2,161.2,183.6,59.68,8.05e-06,1.79e-06,93,1.88e-06,140.996,1980000.4,1,5.774,28.6,12.8,0.005022,52.2,105000,17880,0.046832
66.44,5054,0.3826,0.0443,0.01372,1.46828,50000,0.0262,0.5616,0.4356,0.00462,0.406,0.5064,0.411,0.2998,0.223,10.886,0.07762,0.04888,0.1524,0.0689,0.176,0.06302,0.0242,0.1614,43.2,3.02,1728.4,10.76,0.0004488,1,230.2,59.02,136.2,161.2,183.6,59.68,8.05e-06,1.79e-06,93,1.88e-06,140.996,1980000.4,1,5.774,28.6,12.8,0.005022,52.2,105000,17880,0.183458
66.44,5054,0.3826,0.0443,0.01372,1.46828,50000,0.0262,0.5616,0.4356,0.00462,0.406,0.5064,0.411,0.2998,0.223,10.886,0.07762,0.04888,0.1524,0.0689,0.176,0.06302,0.0242,0.1614,43.2,3.02,1728.4,10.76,0.0004488,1,230.2,59.02,136.2,161.2,183.6,67,8.05e-06,1.79e-06,93,1.88e-06,140.996,1980000.4,1,5.774,28.6,12.8,0.005022,52.2,105000,17880,0.183458
66.44,5054,0.3826,0.0443,0.01372,1.46828,62600,0.0262,0.5616,0.4356,0.00462,0.406,0.5064,0.411,0.2998,0.223,10.886,0.07762,0.04888,0.1524,0.0689,0.176,0.06302,0.0242,0.1614,43.2,3.02,1728.4,10.76,0.0004488,1,230.2,59.02,136.2,161.2,183.6,67,8.05e-06,1.79e-06,93,1.88e-06,140.996,1980000.4,1,5.774,28.6,12.8,0.005022,52.2,105000,17880,0.183458
66.44,5054,0.3826,0.0443,0.01372,1.46828,62600,0.0262,0.5616,0.4356,0.00462,0.406,0.5064,0.411,0.2998,0.223,10.886,0.07762,0.04888,0.1524,0.0689,0.176,0.06302,0.0242,0.1614,43.2,3.428,1728.4,10.76,0.0004488,1,230.2,59.02,136.2,161.2,183.6,67,8.05e-06,1.79e-06,93,1.88e-06,140.996,1980000.4,1,5.774,28.6,12.8,0.005022,52.2,105000,17880,0.183458
66.44,5054,0.3826,0.0443,0.01372,1.46828,62600,0.0262,0.5616,0.4356,0.00462,0.406,0.5064,0.411,0.2998,0.223,10.886,0.07762,0.04888,0.1356,0.0689,0.176,0.06302,0.0242,0.1614,43.2,3.428,1728.4,10.76,0.0004488,1,230.2,59.02,136.2,161.2,183.6,67,8.05e-06,1.79e-06,93,1.88e-06,140.996,1980000.4,1,5.774,28.6,12.8,0.005022,52.2,105000,17880,0.183458
66.44,5054,0.3826,0.0443,0.01372,1.46828,62600,0.0262,0.5616,0.4356,0.00462,0.406,0.5064,0.411,0.2998,0.223,10.886,0.07762,0.04888,0.1356,0.0689,0.176,0.06302,0.0242,0.1614,89.28,3.428,1728.4,10.76,0.0004488,1,230.2,59.02,136.2,161.2,183.6,67,8.05e-06,1.79e-06,93,1.88e-06,140.996,1980000.4,1,5.774,28.6,12.8,0.005022,52.2,105000,17880,0.183458
66.44,5054,0.3826,0.0443,0.01372,1.46828,62600,0.0262,0.5616,0.4356,0.00462,0.406,0.5064,0.411,0.2998,0.223,10.886,0.07762,0.04888,0.1356,0.0689,0.176,0.06302,0.0242,0.1614,89.28,3.428,1728.4,10.76,0.0004488,1,230.2,59.02,136.2,161.2,183.6,67,8.05e-06,1.79e-06,93,1.88e-06,140.996,1980000.4,1,8.426,28.6,12.8,0.005022,52.2,105000,17880,0.183458
66.44,5054,0.3826,0.0443,0.01372,1.46828,62600,0.0262,0.5616,0.4356,0.00462,0.406,0.5064,0.411,0.2998,0.223,10.886,0.07762,0.04888,0.1356,0.0689,0.176,0.06302,0.0242,0.1614,89.28,3.428,1728.4,10.76,0.0004488,1,230.2,59.02,136.2,161.2,183.6,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,28.6,12.8,0.005022,52.2,105000,17880,0.183458
66.44,5054,0.3826,0.0443,0.01372,1.46828,62600,0.0262,0.5616,0.4356,0.00462,0.406,0.5064,0.411,0.2998,0.2524,10.886,0.07762,0.04888,0.1356,0.0689,0.176,0.06302,0.0242,0.1614,89.28,3.428,1728.4,10.76,0.0004488,1,230.2,59.02,136.2,161.2,183.6,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,28.6,12.8,0.005022,52.2,105000,17880,0.183458
66.44,5054,0.3826,0.0443,0.01372,1.46828,62600,0.0262,0.5616,0.4356,0.00462,0.406,0.5064,0.411,0.2662,0.2524,10.886,0.07762,0.04888,0.1356,0.0689,0.176,0.06302,0.0242,0.1614,89.28,3.428,1728.4,10.76,0.0004488,1,230.2,59.02,136.2,161.2,183.6,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,28.6,12.8,0.005022,52.2,105000,17880,0.183458
66.44,5054,0.3826,0.0443,0.01372,1.46828,62600,0.0232,0.5616,0.4356,0.00462,0.406,0.5064,0.411,0.2662,0.2524,10.886,0.07762,0.04888,0.1356,0.0689,0.176,0.06302,0.0242,0.1614,89.28,3.428,1728.4,10.76,0.0004488,1,230.2,59.02,136.2,161.2,183.6,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,28.6,12.8,0.005022,52.2,105000,17880,0.183458
66.44,5054,0.3826,0.0443,0.01372,1.46828,62600,0.0232,0.5616,0.4356,0.00462,0.406,0.5064,0.411,0.2662,0.2524,10.886,0.07762,0.04888,0.1356,0.0689,0.176,0.06302,0.0242,0.1614,89.28,3.428,1728.4,10.76,0.0004488,1,230.2,59.02,136.2,161.2,183.6,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,28.6,12.8,0.005022,52.2,105000,20100,0.183458
66.44,5054,0.3826,0.0443,0.01372,1.46828,62600,0.0232,0.5616,0.4356,0.004116,0.406,0.5064,0.411,0.2662,0.2524,10.886,0.07762,0.04888,0.1356,0.0689,0.176,0.06302,0.0242,0.1614,89.28,3.428,1728.4,10.76,0.0004488,1,230.2,59.02,136.2,161.2,183.6,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,28.6,12.8,0.005022,52.2,105000,20100,0.183458
66.44,5054,0.3826,0.0497,0.01372,1.46828,62600,0.0232,0.5616,0.4356,0.004116,0.406,0.5064,0.411,0.2662,0.2524,10.886,0.07762,0.04888,0.1356,0.0689,0.176,0.06302,0.0242,0.1614,89.28,3.428,1728.4,10.76,0.0004488,1,230.2,59.02,136.2,161.2,183.6,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,28.6,12.8,0.005022,52.2,105000,20100,0.183458
66.44,5054,0.3826,0.0497,0.01372,1.46828,62600,0.0232,0.5616,0.4356,0.004116,0.358,0.5064,0.411,0.2662,0.2524,10.886,0.07762,0.04888,0.1356,0.0689,0.176,0.06302,0.0242,0.1614,89.28,3.428,1728.4,10.76,0.0004488,1,230.2,59.02,136.2,161.2,183.6,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,28.6,12.8,0.005022,52.2,105000,20100,0.183458
66.44,5054,0.3826,0.0497,0.01372,1.46828,62600,0.0232,0.5616,0.4356,0.004116,0.358,0.5064,0.411,0.2662,0.2524,10.886,0.07762,0.04888,0.1356,0.0689,0.176,0.06302,0.0242,0.1614,89.28,3.428,1728.4,10.76,0.0004488,1,230.2,59.02,136.2,161.2,183.6,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,28.6,12.8,0.005022,52.2,42000.6,20100,0.183458
66.44,5054,0.3826,0.0497,0.01372,1.46828,62600,0.0232,0.5616,0.4356,0.004116,0.358,0.5064,0.411,0.2662,0.2524,10.886,0.07762,0.04888,0.1356,0.0689,0.176,0.06302,0.0242,0.1614,89.28,3.428,1728.4,10.76,0.0004488,1,230.2,59.02,136.2,161.2,162,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,28.6,12.8,0.005022,52.2,42000.6,20100,0.183458
66.44,5054,0.3826,0.0497,0.01372,1.46828,62600,0.0232,0.5616,0.4356,0.004116,0.358,0.5064,0.411,0.2662,0.2524,10.886,0.07762,0.04888,0.1356,0.0689,0.176,0.06302,0.0242,0.1614,89.28,3.428,1728.4,10.76,0.0004488,1,230.2,59.02,136.2,161.2,162,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,7.9,12.8,0.005022,52.2,42000.6,20100,0.183458
66.44,5054,0.3826,0.0497,0.01372,1.46828,62600,0.0232,0.5616,0.4356,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.07762,0.04888,0.1356,0.0689,0.176,0.06302,0.0242,0.1614,89.28,3.428,1728.4,10.76,0.0004488,1,230.2,59.02,136.2,161.2,162,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,7.9,12.8,0.005022,52.2,42000.6,20100,0.183458
66.44,5054,0.3826,0.0497,0.01372,1.46828,62600,0.0232,0.5616,0.4356,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.07762,0.04888,0.1356,0.0689,0.176,0.06302,0.0242,0.1614,89.28,3.428,1728.4,10.76,0.0004488,1,203.8,59.02,136.2,161.2,162,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,7.9,12.8,0.005022,52.2,42000.6,20100,0.183458
66.44,5054,0.3826,0.0497,0.01372,0.38312,62600,0.0232,0.5616,0.4356,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.07762,0.04888,0.1356,0.0689,0.176,0.06302,0.0242,0.1614,89.28,3.428,1728.4,10.76,0.0004488,1,203.8,59.02,136.2,161.2,162,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,7.9,12.8,0.005022,52.2,42000.6,20100,0.183458
66.44,5054,0.3826,0.0497,0.01372,0.38312,62600,0.0232,0.5616,0.4356,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0689,0.176,0.06302,0.0242,0.1614,89.28,3.428,1728.4,10.76,0.0004488,1,203.8,59.02,136.2,161.2,162,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,7.9,12.8,0.005022,52.2,42000.6,20100,0.183458
66.44,5054,0.3826,0.0497,0.01372,0.38312,62600,0.0232,0.5616,0.4356,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0689,0.2,0.06302,0.0242,0.1614,89.28,3.428,1728.4,10.76,0.0004488,1,203.8,59.02,136.2,161.2,162,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,7.9,12.8,0.005022,52.2,42000.6,20100,0.183458
66.44,5054,0.3826,0.0497,0.01372,0.38312,62600,0.0232,0.5616,0.4356,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0689,0.2,0.06302,0.0242,0.1614,89.28,3.428,1728.4,10.76,0.0004488,1,203.8,59.02,136.2,161.2,162,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,7.9,5.72,0.005022,52.2,42000.6,20100,0.183458
66.44,5054,0.3826,0.0497,0.01372,0.38312,62600,0.0232,0.5616,0.4356,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0689,0.2,0.06302,0.02156,0.1614,89.28,3.428,1728.4,10.76,0.0004488,1,203.8,59.02,136.2,161.2,162,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,7.9,5.72,0.005022,52.2,42000.6,20100,0.183458
66.44,5054,0.3826,0.0497,0.01372,0.38312,62600,0.0232,0.5616,0.4356,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0689,0.2,0.06302,0.02156,0.1614,89.28,3.428,1728.4,10.76,0.0004488,2.74,203.8,59.02,136.2,161.2,162,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,7.9,5.72,0.005022,52.2,42000.6,20100,0.183458
66.44,5054,0.3826,0.0497,0.01372,0.38312,62600,0.0232,0.5616,0.4356,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0689,0.2,0.0707,0.02156,0.1614,89.28,3.428,1728.4,10.76,0.0004488,2.74,203.8,59.02,136.2,161.2,162,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,7.9,5.72,0.005022,52.2,42000.6,20100,0.183458
66.44,5054,0.3826,0.0497,0.01372,0.38312,62600,0.0232,0.5616,0.4356,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0689,0.2,0.0707,0.02156,0.1614,89.28,3.428,1728.4,10.76,0.0016122,2.74,203.8,59.02,136.2,161.2,162,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,7.9,5.72,0.005022,52.2,42000.6,20100,0.183458
66.44,5054,0.3826,0.0497,0.01372,0.38312,62600,0.0232,0.5616,0.4356,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0611,0.2,0.0707,0.02156,0.1614,89.28,3.428,1728.4,10.76,0.0016122,2.74,203.8,59.02,136.2,161.2,162,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,7.9,5.72,0.005022,52.2,42000.6,20100,0.183458
66.44,5054,0.3826,0.0497,0.01372,0.38312,62600,0.0232,0.5616,0.4356,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0611,0.2,0.0707,0.02156,0.1614,89.28,3.428,1728.4,12.44,0.0016122,2.74,203.8,59.02,136.2,161.2,162,67,8.05e-06,1.79e-06,93,2.858e-06,140.996,1980000.4,1,8.426,7.9,5.72,0.005022,52.2,42000.6,20100,0.183458
66.44,5054,0.3826,0.0497,0.01372,0.38312,62600,0.0232,0.5616,0.4356,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0611,0.2,0.0707,0.02156,0.1614,89.28,3.428,1728.4,12.44,0.0016122,2.74,203.8,59.02,136.2,161.2,162,67,8.05e-06,1.79e-06,93,2.858e-06,41.984,1980000.4,1,8.426,7.9,5.72,0.005022,52.2,42000.6,20100,0.183458
66.44,5054,0.3826,0.0497,0.0154,0.38312,62600,0.0232,0.5616,0.4356,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0611,0.2,0.0707,0.02156,0.1614,89.28,3.428,1728.4,12.44,0.0016122,2.74,203.8,59.02,136.2,161.2,162,67,8.05e-06,1.79e-06,93,2.858e-06,41.984,1980000.4,1,8.426,7.9,5.72,0.005022,52.2,42000.6,20100,0.183458
66.44,5054,0.3826,0.0497,0.0154,0.38312,62600,0.0232,0.5616,0.384,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0611,0.2,0.0707,0.02156,0.1614,89.28,3.428,1728.4,12.44,0.0016122,2.74,203.8,59.02,136.2,161.2,162,67,8.05e-06,1.79e-06,93,2.858e-06,41.984,1980000.4,1,8.426,7.9,5.72,0.005022,52.2,42000.6,20100,0.183458
66.44,5054,0.3826,0.0497,0.0154,0.38312,62600,0.0232,0.5616,0.384,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0611,0.2,0.0707,0.02156,0.1614,89.28,3.428,1728.4,12.44,0.0016122,2.74,203.8,59.02,136.2,161.2,162,67,8.05e-06,2.408e-06,93,2.858e-06,41.984,1980000.4,1,8.426,7.9,5.72,0.005022,52.2,42000.6,20100,0.183458
66.44,5054,0.3826,0.0497,0.0154,0.38312,62600,0.0232,0.5616,0.384,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0611,0.2,0.0707,0.02156,0.1614,89.28,3.428,1728.4,12.44,0.0016122,2.74,203.8,59.02,120,161.2,162,67,8.05e-06,2.408e-06,93,2.858e-06,41.984,1980000.4,1,8.426,7.9,5.72,0.005022,52.2,42000.6,20100,0.183458
66.44,5054,0.4714,0.0497,0.0154,0.38312,62600,0.0232,0.5616,0.384,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0611,0.2,0.0707,0.02156,0.1614,89.28,3.428,1728.4,12.44,0.0016122,2.74,203.8,59.02,120,161.2,162,67,8.05e-06,2.408e-06,93,2.858e-06,41.984,1980000.4,1,8.426,7.9,5.72,0.005022,52.2,42000.6,20100,0.183458
66.44,6140,0.4714,0.0497,0.0154,0.38312,62600,0.0232,0.5616,0.384,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0611,0.2,0.0707,0.02156,0.1614,89.28,3.428,1728.4,12.44,0.0016122,2.74,203.8,59.02,120,161.2,162,67,8.05e-06,2.408e-06,93,2.858e-06,41.984,1980000.4,1,8.426,7.9,5.72,0.005022,52.2,42000.6,20100,0.183458
66.44,6140,0.4714,0.0497,0.0154,0.38312,62600,0.0232,0.5616,0.384,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0611,0.2,0.0707,0.02156,0.1986,89.28,3.428,1728.4,12.44,0.0016122,2.74,203.8,59.02,120,161.2,162,67,8.05e-06,2.408e-06,93,2.858e-06,41.984,1980000.4,1,8.426,7.9,5.72,0.005022,52.2,42000.6,20100,0.183458
81.86,6140,0.4714,0.0497,0.0154,0.38312,62600,0.0232,0.5616,0.384,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0611,0.2,0.0707,0.02156,0.1986,89.28,3.428,1728.4,12.44,0.0016122,2.74,203.8,59.02,120,161.2,162,67,8.05e-06,2.408e-06,93,2.858e-06,41.984,1980000.4,1,8.426,7.9,5.72,0.005022,52.2,42000.6,20100,0.183458
81.86,6140,0.4714,0.0497,0.0154,0.38312,62600,0.0232,0.5616,0.384,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0611,0.2,0.0707,0.02156,0.1986,89.28,3.428,1728.4,12.44,0.0016122,2.74,203.8,59.02,120,161.2,162,67,8.05e-06,2.408e-06,93,2.858e-06,41.984,1980000.4,1,8.426,7.9,5.72,0.005022,21,42000.6,20100,0.183458
81.86,6140,0.4714,0.0497,0.0154,0.38312,62600,0.0232,0.5616,0.384,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0611,0.2,0.0707,0.02156,0.1986,89.28,3.428,1,12.44,0.0016122,2.74,203.8,59.02,120,161.2,162,67,8.05e-06,2.408e-06,93,2.858e-06,41.984,1980000.4,1,8.426,7.9,5.72,0.005022,21,42000.6,20100,0.183458
81.86,6140,0.4714,0.0497,0.0154,0.38312,62600,0.0232,0.5616,0.384,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0611,0.2,0.0707,0.02156,0.1986,89.28,3.428,1,12.44,0.0016122,2.74,203.8,59.02,120,161.2,162,67,8.05e-06,2.408e-06,93,2.858e-06,41.984,1980000.4,1,8.426,7.9,5.72,0.003978,21,42000.6,20100,0.183458
81.86,6140,0.4714,0.0497,0.0154,0.38312,62600,0.0232,0.5616,0.384,0.004116,0.358,0.5064,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0611,0.2,0.0707,0.02156,0.1986,89.28,3.428,1,12.44,0.0016122,2.74,203.8,59.02,120,161.2,162,67,8.05e-06,2.408e-06,93,2.858e-06,41.984,1980000.4,165000.4,8.426,7.9,5.72,0.003978,21,42000.6,20100,0.183458
81.86,6140,0.4714,0.0497,0.0154,0.38312,62600,0.0232,0.5616,0.384,0.004116,0.358,0.5706,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0611,0.2,0.0707,0.02156,0.1986,89.28,3.428,1,12.44,0.0016122,2.74,203.8,59.02,120,161.2,162,67,8.05e-06,2.408e-06,93,2.858e-06,41.984,1980000.4,165000.4,8.426,7.9,5.72,0.003978,21,42000.6,20100,0.183458
81.86,6140,0.4714,0.0497,0.0154,0.38312,62600,0.0232,0.5616,0.384,0.004116,0.358,0.5706,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0611,0.2,0.0707,0.02156,0.1986,89.28,3.428,1,12.44,0.0016122,2.74,203.8,59.02,120,161.2,162,67,8.05e-06,2.408e-06,44.58,2.858e-06,41.984,1980000.4,165000.4,8.426,7.9,5.72,0.003978,21,42000.6,20100,0.183458
81.86,6140,0.4714,0.0497,0.0154,0.38312,62600,0.0232,0.5616,0.384,0.004116,0.358,0.5706,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0611,0.2,0.0707,0.02156,0.1986,89.28,3.428,1,12.44,0.0016122,2.74,203.8,66.58,120,161.2,162,67,8.05e-06,2.408e-06,44.58,2.858e-06,41.984,1980000.4,165000.4,8.426,7.9,5.72,0.003978,21,42000.6,20100,0.183458
81.86,6140,0.4714,0.0497,0.0154,0.38312,62600,0.0232,0.5616,0.384,0.004116,0.358,0.5706,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0611,0.2,0.0707,0.02156,0.1986,89.28,3.428,1,12.44,0.0016122,2.74,203.8,66.58,120,161.2,162,67,8.05e-06,2.408e-06,44.58,2.858e-06,41.984,1,165000.4,8.426,7.9,5.72,0.003978,21,42000.6,20100,0.183458
81.86,6140,0.4714,0.0497,0.0154,0.38312,62600,0.0232,0.5616,0.384,0.004116,0.358,0.5706,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0611,0.2,0.0707,0.02156,0.1986,89.28,3.428,1,12.44,0.0016122,2.74,203.8,66.58,120,142,162,67,8.05e-06,2.408e-06,44.58,2.858e-06,41.984,1,165000.4,8.426,7.9,5.72,0.003978,21,42000.6,20100,0.183458
81.86,6140,0.4714,0.0497,0.0154,0.38312,62600,0.0232,0.5616,0.384,0.004116,0.358,0.5706,0.411,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0611,0.2,0.0707,0.02156,0.1986,89.28,3.428,1,12.44,0.0016122,2.74,203.8,66.58,120,142,162,67,7.162e-06,2.408e-06,44.58,2.858e-06,41.984,1,165000.4,8.426,7.9,5.72,0.003978,21,42000.6,20100,0.183458
81.86,6140,0.4714,0.0497,0.0154,0.38312,62600,0.0232,0.5616,0.384,0.004116,0.358,0.5706,0.363,0.2662,0.2524,9.644,0.0685,0.04888,0.1356,0.0611,0.2,0.0707,0.02156,0.1986,89.28,3.428,1,12.44,0.0016122,2.74,203.8,66.58,120,142,162,67,7.162e-06,2.408e-06,44.58,2.858e-06,41.984,1,165000.4,8.426,7.9,5.72,0.003978,21,42000.6,20100,0.183458
81.86,6140,0.4714,0.0497,0.0154,0.38312,62600,0.0232,0.5616,0.384,0.004116,0.358,0.5706,0.363,0.2662,0.2524,9.644,0.0685,0.05512,0.1356,0.0611,0.2,0.0707,0.02156,0.1986,89.28,3.428,1,12.44,0.0016122,2.74,203.8,66.58,120,142,162,67,7.162e-06,2.408e-06,44.58,2.858e-06,41.984,1,165000.4,8.426,7.9,5.72,0.003978,21,42000.6,20100,0.183458
66.44,4692,0.4418,0.0425,0.01316,1.10656,58400,0.0272,0.5388,0.384,0.003948,0.438,0.592,0.379,0.2774,0.2524,9.644,0.07154,0.04888,0.1356,0.0611,0.176,0.06558,0.02068,0.1862,104.64,3.292,1,11.88,0.0008366,2.74,195,69.1,120,161.2,198,64.56,7.458e-06,2.82e-06,44.58,3.184e-06,107.992,1980000.4,165000.4,8.426,21.7,5.72,0.00537,73,63000.4,20100,0.092374
66.44,4692,0.4418,0.0425,0.01316,1.10656,58400,0.0272,0.5388,0.384,0.003948,0.438,0.592,0.379,0.2774,0.2524,9.644,0.07154,0.04888,0.1356,0.0611,0.176,0.06558,0.02068,0.1862,104.64,3.292,1,11.88,0.0008366,2.74,195,69.1,120,161.2,198,64.56,7.458e-06,2.82e-06,44.58,3.184e-06,107.992,1980000.4,165000.4,8.426,21.7,5.72,0.00537,73,1,20100,0.092374
66.44,4692,0.4418,0.0425,0.01316,1.10656,58400,0.0272,0.5388,0.384,0.003948,0.438,0.592,0.379,0.2774,0.2524,10.886,0.07154,0.04888,0.1356,0.0611,0.176,0.06558,0.02068,0.1862,104.64,3.292,1,11.88,0.0008366,2.74,195,69.1,120,161.2,198,64.56,7.458e-06,2.82e-06,44.58,3.184e-06,107.992,1980000.4,165000.4,8.426,21.7,5.72,0.00537,73,1,20100,0.092374
66.44,4692,0.4418,0.0425,0.01316,1.10656,58400,0.0272,0.5388,0.384,0.003948,0.438,0.592,0.379,0.2774,0.2524,10.886,0.07154,0.04888,0.1356,0.0611,0.176,0.06558,0.02068,0.1862,104.64,3.292,1,11.88,0.0008366,2.74,195,69.1,120,161.2,198,57.24,7.458e-06,2.82e-06,44.58,3.184e-06,107.992,1980000.4,165000.4,8.426,21.7,5.72,0.00537,73,1,20100,0.092374
66.44,4692,0.4418,0.0425,0.01316,1.10656,58400,0.0242,0.5388,0.384,0.003948,0.438,0.592,0.379,0.2774,0.2524,10.886,0.07154,0.04888,0.1356,0.0611,0.176,0.06558,0.02068,0.1862,104.64,3.292,1,11.88,0.0008366,2.74,195,69.1,120,161.2,198,57.24,7.458e-06,2.82e-06,44.58,3.184e-06,107.992,1980000.4,165000.4,8.426,21.7,5.72,0.00537,73,1,20100,0.092374
66.44,4692,0.4418,0.0425,0.01316,1.10656,58400,0.0242,0.5388,0.384,0.003948,0.438,0.592,0.379,0.2774,0.2524,10.886,0.07154,0.04888,0.1356,0.0611,0.176,0.06558,0.02068,0.1862,104.64,3.292,1,11.88,0.0008366,2.74,195,69.1,120,161.2,198,57.24,6.57e-06,2.82e-06,44.58,3.184e-06,107.992,1980000.4,165000.4,8.426,21.7,5.72,0.00537,73,1,20100,0.092374
