"Tissue","Value"
"KpAd",1.07847766385292
"KpBr",1.12288483206084
"KpGu",0.376657226811084
"KpHe",0.318433672098192
"KpKi",0.94988074038226
"KpLi",0.801203347602806
"KpLu",0.50638375316349
"KpMu",0.344428447547777
"KpSk",1.30316222602733
"KpSp",0.422543010995042
"KpGo",0.349399740289827
"KpBo",0.0999902764638649
