"Tissue","Value"
"KpAd",179.74627730882
"KpBr",187.14747201014
"KpGu",62.7762044685139
"KpHe",53.072278683032
"KpKi",158.313456730377
"KpLi",133.533891267134
"KpLu",84.397292193915
"KpMu",57.4047412579628
"KpSk",217.193704337888
"KpSp",70.4238351658404
"KpGo",58.2332900483045
"KpBo",16.6650460773108
